Area,School_Type,Total_School,Total_People,Male,Femal,Year
"Merzig-Wadern, Landkreis",Grundschulen,20.0,3550.0,1709.0,366.0,2012
"Neunkirchen, Landkreis",Grundschulen,22.0,3841.0,1814.0,338.0,2012
"Saarlouis, Landkreis",Grundschulen,34.0,6073.0,2948.0,679.0,2012
Saarpfalz-Kreis,Grundschulen,22.0,4067.0,2003.0,283.0,2012
"St. Wendel, Landkreis",Grundschulen,12.0,2659.0,1288.0,59.0,2012
Berlin,Grundschulen,423.0,102936.0,50416.0,11887.0,2012
"Brandenburg an der Havel, kreisfreie Stadt",Grundschulen,12.0,1975.0,1004.0,9.0,2012
"Cottbus, kreisfreie Stadt",Grundschulen,14.0,2624.0,1293.0,44.0,2012
"Frankfurt (Oder), kreisfreie Stadt",Grundschulen,8.0,1654.0,820.0,54.0,2012
"Potsdam, kreisfreie Stadt",Grundschulen,30.0,5901.0,2877.0,152.0,2012
"Barnim, Landkreis",Grundschulen,30.0,5418.0,2683.0,36.0,2012
"Dahme-Spreewald, Landkreis",Grundschulen,32.0,4967.0,2458.0,53.0,2012
"Elbe-Elster, Landkreis",Grundschulen,30.0,3183.0,1562.0,15.0,2012
"Havelland, Landkreis",Grundschulen,28.0,5276.0,2583.0,83.0,2012
"Märkisch-Oderland, Landkreis",Grundschulen,39.0,5791.0,2778.0,54.0,2012
"Oberhavel, Landkreis",Grundschulen,39.0,6992.0,3414.0,63.0,2012
"Oberspreewald-Lausitz, Landkreis",Grundschulen,24.0,3188.0,1556.0,35.0,2012
"Oder-Spree, Landkreis",Grundschulen,37.0,5389.0,2670.0,40.0,2012
"Ostprignitz-Ruppin, Landkreis",Grundschulen,23.0,2813.0,1372.0,27.0,2012
"Potsdam-Mittelmark, Landkreis",Grundschulen,44.0,7169.0,3488.0,137.0,2012
"Prignitz, Landkreis",Grundschulen,21.0,2147.0,1045.0,32.0,2012
"Spree-Neiße, Landkreis",Grundschulen,29.0,3301.0,1566.0,44.0,2012
"Teltow-Fläming, Landkreis",Grundschulen,31.0,5282.0,2540.0,35.0,2012
"Uckermark, Landkreis",Grundschulen,34.0,3702.0,1858.0,83.0,2012
"Rostock, Hanse- und Universitätsstadt, kreisfreie Stadt",Grundschulen,26.0,5755.0,2887.0,117.0,2012
"Schwerin, Landeshauptstadt, kreisfreie Stadt",Grundschulen,15.0,2881.0,1450.0,94.0,2012
"Mecklenburgische Seenplatte, Landkreis",Grundschulen,55.0,8188.0,4015.0,84.0,2012
Landkreis Rostock,Grundschulen,45.0,6785.0,3368.0,36.0,2012
"Vorpommern-Rügen, Landkreis",Grundschulen,48.0,6609.0,3296.0,40.0,2012
Landkreis Nordwestmecklenburg,Grundschulen,35.0,5132.0,2512.0,47.0,2012
"Vorpommern-Greifswald, Landkreis",Grundschulen,49.0,7067.0,3475.0,162.0,2012
Landkreis Ludwigslust-Parchim,Grundschulen,49.0,6671.0,3319.0,36.0,2012
"Chemnitz, Stadt",Grundschulen,46.0,6712.0,3340.0,136.0,2012
Erzgebirgskreis,Grundschulen,89.0,11098.0,5480.0,97.0,2012
"Mittelsachsen, Landkreis",Grundschulen,74.0,9412.0,4675.0,71.0,2012
Vogtlandkreis,Grundschulen,55.0,6833.0,3356.0,133.0,2012
"Zwickau, Landkreis",Grundschulen,64.0,9858.0,4961.0,198.0,2012
"Dresden, Stadt",Grundschulen,77.0,16455.0,8175.0,544.0,2012
"Bautzen, Landkreis",Grundschulen,74.0,9860.0,4886.0,31.0,2012
"Görlitz, Landkreis",Grundschulen,60.0,7891.0,3942.0,89.0,2012
"Meißen, Landkreis",Grundschulen,48.0,7998.0,4007.0,43.0,2012
"Sächsische Schweiz-Osterzgebirge, Landkreis",Grundschulen,58.0,8062.0,3960.0,39.0,2012
"Leipzig, Stadt",Grundschulen,76.0,15579.0,7603.0,891.0,2012
"Leipzig, Landkreis",Grundschulen,58.0,8296.0,4052.0,58.0,2012
"Nordsachsen, Landkreis",Grundschulen,52.0,6181.0,3091.0,107.0,2012
"Dessau-Roßlau, kreisfreie Stadt",Grundschulen,14.0,2212.0,1079.0,76.0,2012
"Halle (Saale), kreisfreie Stadt",Grundschulen,36.0,6857.0,3418.0,358.0,2012
"Magdeburg, Landeshauptstadt, kreisfreie Stadt",Grundschulen,37.0,6290.0,3146.0,317.0,2012
Altmarkkreis Salzwedel,Grundschulen,28.0,2749.0,1340.0,57.0,2012
"Anhalt-Bitterfeld, Landkreis",Grundschulen,40.0,4705.0,2333.0,75.0,2012
"Börde, Landkreis",Grundschulen,55.0,5618.0,2702.0,91.0,2012
Burgenlandkreis,Grundschulen,48.0,5395.0,2647.0,50.0,2012
"Harz, Landkreis",Grundschulen,59.0,6502.0,3128.0,44.0,2012
"Jerichower Land, Landkreis",Grundschulen,20.0,2691.0,1310.0,21.0,2012
"Mansfeld-Südharz, Landkreis",Grundschulen,41.0,4096.0,2054.0,108.0,2012
Saalekreis,Grundschulen,48.0,5751.0,2761.0,101.0,2012
Salzlandkreis,Grundschulen,49.0,5705.0,2821.0,100.0,2012
"Stendal, Landkreis",Grundschulen,34.0,3599.0,1718.0,112.0,2012
"Wittenberg, Landkreis",Grundschulen,35.0,3628.0,1722.0,42.0,2012
"Erfurt, kreisfreie Stadt",Grundschulen,32.0,6218.0,3078.0,226.0,2012
"Gera, kreisfreie Stadt",Grundschulen,13.0,2620.0,1290.0,23.0,2012
"Jena, kreisfreie Stadt",Grundschulen,11.0,2641.0,1303.0,97.0,2012
"Suhl, kreisfreie Stadt",Grundschulen,4.0,688.0,339.0,25.0,2012
"Weimar, kreisfreie Stadt",Grundschulen,9.0,1632.0,801.0,57.0,2012
"Eisenach, kreisfreie Stadt",Grundschulen,7.0,1210.0,601.0,41.0,2012
"Eichsfeld, Kreis",Grundschulen,30.0,3632.0,1774.0,18.0,2012
"Nordhausen, Kreis",Grundschulen,20.0,2580.0,1228.0,56.0,2012
Wartburgkreis,Grundschulen,34.0,3890.0,1912.0,30.0,2012
Unstrut-Hainich-Kreis,Grundschulen,27.0,3545.0,1773.0,27.0,2012
Kyffhäuserkreis,Grundschulen,16.0,2321.0,1126.0,17.0,2012
"Schmalkalden-Meiningen, Kreis",Grundschulen,25.0,3545.0,1768.0,45.0,2012
"Gotha, Kreis",Grundschulen,29.0,4273.0,2089.0,39.0,2012
"Sömmerda, Kreis",Grundschulen,17.0,2342.0,1106.0,5.0,2012
"Hildburghausen, Kreis",Grundschulen,17.0,2070.0,1004.0,25.0,2012
Ilm-Kreis,Grundschulen,23.0,3021.0,1539.0,24.0,2012
"Weimarer Land, Kreis",Grundschulen,21.0,2707.0,1350.0,34.0,2012
"Sonneberg, Kreis",Grundschulen,15.0,1674.0,777.0,5.0,2012
"Saalfeld-Rudolstadt, Kreis",Grundschulen,24.0,3111.0,1546.0,44.0,2012
Saale-Holzland-Kreis,Grundschulen,23.0,2661.0,1294.0,18.0,2012
Saale-Orla-Kreis,Grundschulen,21.0,2523.0,1234.0,27.0,2012
"Greiz, Kreis",Grundschulen,26.0,2913.0,1401.0,17.0,2012
"Altenburger Land, Kreis",Grundschulen,20.0,2579.0,1268.0,56.0,2012
"Flensburg, kreisfreie Stadt",Grundschulen,16.0,2737.0,1341.0,135.0,2013
"Kiel, Landeshauptstadt, kreisfreie Stadt",Grundschulen,34.0,7141.0,3382.0,446.0,2013
"Lübeck, Hansestadt, kreisfreie Stadt",Grundschulen,36.0,6858.0,3340.0,253.0,2013
"Neumünster, kreisfreie Stadt",Grundschulen,12.0,2737.0,1290.0,274.0,2013
"Dithmarschen, Landkreis",Grundschulen,28.0,4657.0,2261.0,125.0,2013
"Herzogtum Lauenburg, Landkreis",Grundschulen,28.0,7282.0,3553.0,229.0,2013
"Nordfriesland, Landkreis",Grundschulen,52.0,5957.0,2874.0,181.0,2013
"Ostholstein, Landkreis",Grundschulen,28.0,6355.0,3058.0,108.0,2013
"Pinneberg, Landkreis",Grundschulen,55.0,11207.0,5349.0,462.0,2013
"Plön, Landkreis",Grundschulen,23.0,4432.0,2196.0,85.0,2013
"Rendsburg-Eckernförde, Landkreis",Grundschulen,56.0,9914.0,4726.0,232.0,2013
"Schleswig-Flensburg, Landkreis",Grundschulen,61.0,7454.0,3584.0,179.0,2013
"Segeberg, Landkreis",Grundschulen,48.0,9651.0,4624.0,253.0,2013
"Steinburg, Landkreis",Grundschulen,26.0,4536.0,2201.0,89.0,2013
"Stormarn, Landkreis",Grundschulen,36.0,8750.0,4247.0,194.0,2013
Hamburg,Grundschulen,220.0,53341.0,26061.0,4500.0,2013
"Braunschweig, kreisfreie Stadt",Grundschulen,42.0,7971.0,3917.0,711.0,2013
"Salzgitter, kreisfreie Stadt",Grundschulen,17.0,3590.0,1701.0,726.0,2013
"Wolfsburg, kreisfreie Stadt",Grundschulen,22.0,4262.0,2075.0,585.0,2013
"Gifhorn, Landkreis",Grundschulen,42.0,6763.0,3294.0,186.0,2013
"Göttingen, Landkreis",Grundschulen,61.0,8150.0,4051.0,479.0,2013
"Goslar, Landkreis",Grundschulen,33.0,3966.0,1921.0,269.0,2013
"Helmstedt, Landkreis",Grundschulen,18.0,2830.0,1349.0,108.0,2013
"Northeim, Landkreis",Grundschulen,29.0,4387.0,2114.0,182.0,2013
"Osterode am Harz, Landkreis",Grundschulen,20.0,2294.0,1110.0,73.0,2013
"Peine, Landkreis",Grundschulen,29.0,5019.0,2434.0,219.0,2013
"Wolfenbüttel, Landkreis",Grundschulen,26.0,4183.0,2007.0,153.0,2013
"Region Hannover, Landkreis",Grundschulen,183.0,38908.0,19187.0,3921.0,2013
"Hannover, Landeshauptstadt",Grundschulen,63.0,17121.0,8413.0,2069.0,2013
"Diepholz, Landkreis",Grundschulen,43.0,7756.0,3776.0,330.0,2013
"Hameln-Pyrmont, Landkreis",Grundschulen,38.0,5165.0,2544.0,308.0,2013
"Hildesheim, Landkreis",Grundschulen,58.0,9422.0,4604.0,615.0,2013
"Holzminden, Landkreis",Grundschulen,19.0,2293.0,1099.0,134.0,2013
"Nienburg (Weser), Landkreis",Grundschulen,34.0,4540.0,2256.0,312.0,2013
"Schaumburg, Landkreis",Grundschulen,26.0,5526.0,2667.0,511.0,2013
"Celle, Landkreis",Grundschulen,38.0,6793.0,3357.0,246.0,2013
"Cuxhaven, Landkreis",Grundschulen,49.0,7189.0,3451.0,492.0,2013
"Harburg, Landkreis",Grundschulen,46.0,9519.0,4574.0,523.0,2013
"Lüchow-Dannenberg, Landkreis",Grundschulen,19.0,1691.0,778.0,35.0,2013
"Lüneburg, Landkreis",Grundschulen,37.0,6879.0,3356.0,228.0,2013
"Osterholz, Landkreis",Grundschulen,29.0,4266.0,2060.0,357.0,2013
"Rotenburg (Wümme), Landkreis",Grundschulen,42.0,6525.0,3121.0,399.0,2013
"Heidekreis, Landkreis",Grundschulen,30.0,5191.0,2497.0,254.0,2013
"Stade, Landkreis",Grundschulen,44.0,7573.0,3772.0,260.0,2013
"Uelzen, Landkreis",Grundschulen,22.0,3323.0,1605.0,143.0,2013
"Verden, Landkreis",Grundschulen,28.0,5114.0,2520.0,322.0,2013
"Delmenhorst, kreisfreie Stadt",Grundschulen,14.0,2708.0,1255.0,240.0,2013
"Emden, kreisfreie Stadt",Grundschulen,11.0,1835.0,888.0,105.0,2013
"Oldenburg (Oldenburg), kreisfreie Stadt",Grundschulen,29.0,5408.0,2696.0,444.0,2013
"Osnabrück, kreisfreie Stadt",Grundschulen,28.0,5207.0,2629.0,527.0,2013
"Wilhelmshaven, kreisfreie Stadt",Grundschulen,13.0,2271.0,1148.0,219.0,2013
"Ammerland, Landkreis",Grundschulen,28.0,4654.0,2277.0,235.0,2013
"Aurich, Landkreis",Grundschulen,52.0,7182.0,3439.0,340.0,2013
"Cloppenburg, Landkreis",Grundschulen,49.0,7416.0,3650.0,325.0,2013
"Emsland, Landkreis",Grundschulen,109.0,13004.0,6403.0,699.0,2013
"Friesland, Landkreis",Grundschulen,28.0,3393.0,1662.0,80.0,2013
"Grafschaft Bentheim, Landkreis",Grundschulen,33.0,5394.0,2636.0,511.0,2013
"Leer, Landkreis",Grundschulen,49.0,6123.0,3065.0,392.0,2013
"Oldenburg, Landkreis",Grundschulen,29.0,5087.0,2433.0,239.0,2013
"Osnabrück, Landkreis",Grundschulen,85.0,14161.0,6913.0,586.0,2013
"Vechta, Landkreis",Grundschulen,34.0,5925.0,2946.0,427.0,2013
"Wesermarsch, Landkreis",Grundschulen,29.0,3281.0,1626.0,126.0,2013
"Wittmund, Landkreis",Grundschulen,14.0,2078.0,1015.0,93.0,2013
"Bremen, kreisfreie Stadt",Grundschulen,81.0,16980.0,8125.0,1658.0,2013
"Bremerhaven, kreisfreie Stadt",Grundschulen,18.0,3937.0,1924.0,338.0,2013
"Düsseldorf, kreisfreie Stadt",Grundschulen,88.0,19337.0,9587.0,2203.0,2013
"Duisburg, kreisfreie Stadt",Grundschulen,82.0,16641.0,8190.0,3128.0,2013
"Essen, kreisfreie Stadt",Grundschulen,85.0,18582.0,9204.0,2430.0,2013
"Krefeld, kreisfreie Stadt",Grundschulen,31.0,8003.0,3888.0,783.0,2013
"Mönchengladbach, kreisfreie Stadt",Grundschulen,37.0,8839.0,4424.0,746.0,2013
"Mülheim an der Ruhr, kreisfreie Stadt",Grundschulen,23.0,5324.0,2621.0,738.0,2013
"Oberhausen, kreisfreie Stadt",Grundschulen,36.0,6857.0,3453.0,1011.0,2013
"Remscheid, kreisfreie Stadt",Grundschulen,17.0,3906.0,1946.0,286.0,2013
"Solingen, kreisfreie Stadt",Grundschulen,22.0,5592.0,2699.0,474.0,2013
"Wuppertal, kreisfreie Stadt",Grundschulen,58.0,11930.0,5880.0,1285.0,2013
"Kleve, Kreis",Grundschulen,53.0,11044.0,5406.0,860.0,2013
"Mettmann, Kreis",Grundschulen,82.0,17155.0,8601.0,962.0,2013
Rhein-Kreis Neuss,Grundschulen,74.0,16357.0,7966.0,851.0,2013
"Viersen, Kreis",Grundschulen,48.0,10295.0,5123.0,454.0,2013
"Wesel, Kreis",Grundschulen,77.0,15681.0,7657.0,723.0,2013
"Bonn, kreisfreie Stadt",Grundschulen,51.0,11635.0,5583.0,1030.0,2013
"Köln, kreisfreie Stadt",Grundschulen,146.0,34911.0,17302.0,4138.0,2013
"Leverkusen, kreisfreie Stadt",Grundschulen,25.0,6033.0,2937.0,479.0,2013
Städteregion Aachen (einschl. Stadt Aachen),Grundschulen,94.0,18378.0,9066.0,1520.0,2013
"Aachen, krfr. Stadt",Grundschulen,39.0,7494.0,3726.0,1016.0,2013
"Düren, Kreis",Grundschulen,47.0,9263.0,4489.0,602.0,2013
Rhein-Erft-Kreis,Grundschulen,74.0,16461.0,8095.0,982.0,2013
"Euskirchen, Kreis",Grundschulen,36.0,6662.0,3297.0,187.0,2013
"Heinsberg, Kreis",Grundschulen,50.0,9026.0,4441.0,454.0,2013
Oberbergischer Kreis,Grundschulen,53.0,10268.0,5192.0,399.0,2013
Rheinisch-Bergischer Kreis,Grundschulen,52.0,10263.0,4956.0,395.0,2013
Rhein-Sieg-Kreis,Grundschulen,104.0,22359.0,10887.0,1032.0,2013
"Bottrop, kreisfreie Stadt",Grundschulen,21.0,3867.0,1889.0,189.0,2013
"Gelsenkirchen, kreisfreie Stadt",Grundschulen,39.0,8928.0,4374.0,876.0,2013
"Münster, kreisfreie Stadt",Grundschulen,46.0,9350.0,4606.0,728.0,2013
"Borken, Kreis",Grundschulen,66.0,14887.0,7351.0,629.0,2013
"Coesfeld, Kreis",Grundschulen,38.0,8171.0,4070.0,224.0,2013
"Recklinghausen, Kreis",Grundschulen,90.0,20626.0,10168.0,1086.0,2013
"Steinfurt, Kreis",Grundschulen,81.0,17297.0,8516.0,719.0,2013
"Warendorf, Kreis",Grundschulen,52.0,10960.0,5336.0,330.0,2013
"Bielefeld, kreisfreie Stadt",Grundschulen,50.0,12103.0,5918.0,1260.0,2013
"Gütersloh, Kreis",Grundschulen,62.0,14198.0,6889.0,776.0,2013
"Herford, Kreis",Grundschulen,45.0,9113.0,4546.0,364.0,2013
"Höxter, Kreis",Grundschulen,24.0,5298.0,2634.0,198.0,2013
"Lippe, Kreis",Grundschulen,59.0,13125.0,6469.0,499.0,2013
"Minden-Lübbecke, Kreis",Grundschulen,57.0,11975.0,5850.0,527.0,2013
"Paderborn, Kreis",Grundschulen,56.0,11764.0,5820.0,338.0,2013
"Bochum, kreisfreie Stadt",Grundschulen,48.0,10980.0,5389.0,1210.0,2013
"Dortmund, kreisfreie Stadt",Grundschulen,90.0,19450.0,9547.0,2373.0,2013
"Hagen, kreisfreie Stadt",Grundschulen,32.0,6506.0,3137.0,879.0,2013
"Hamm, kreisfreie Stadt",Grundschulen,27.0,6618.0,3357.0,582.0,2013
"Herne, kreisfreie Stadt",Grundschulen,25.0,5037.0,2476.0,372.0,2013
Ennepe-Ruhr-Kreis,Grundschulen,59.0,10187.0,4970.0,1007.0,2013
Hochsauerlandkreis,Grundschulen,61.0,9730.0,4815.0,332.0,2013
Märkischer Kreis,Grundschulen,68.0,15062.0,7399.0,848.0,2013
"Olpe, Kreis",Grundschulen,25.0,5251.0,2542.0,241.0,2013
"Siegen-Wittgenstein, Kreis",Grundschulen,62.0,9441.0,4586.0,634.0,2013
"Soest, Kreis",Grundschulen,53.0,11108.0,5476.0,434.0,2013
"Unna, Kreis",Grundschulen,64.0,13626.0,6702.0,623.0,2013
"Darmstadt, kreisfreie Stadt",Grundschulen,20.0,4663.0,2282.0,385.0,2013
"Frankfurt am Main, kreisfreie Stadt",Grundschulen,87.0,22897.0,11281.0,3432.0,2013
"Offenbach am Main, kreisfreie Stadt",Grundschulen,16.0,4664.0,2306.0,996.0,2013
"Wiesbaden, Landeshauptstadt, kreisfreie Stadt",Grundschulen,39.0,9791.0,4763.0,908.0,2013
"Bergstraße, Landkreis",Grundschulen,49.0,8680.0,4211.0,574.0,2013
"Darmstadt-Dieburg, Landkreis",Grundschulen,54.0,9788.0,4801.0,643.0,2013
"Groß-Gerau, Landkreis",Grundschulen,39.0,9157.0,4558.0,990.0,2013
Hochtaunuskreis,Grundschulen,43.0,8439.0,4113.0,640.0,2013
Main-Kinzig-Kreis,Grundschulen,91.0,13697.0,6759.0,930.0,2013
Main-Taunus-Kreis,Grundschulen,38.0,8649.0,4201.0,645.0,2013
Odenwaldkreis,Grundschulen,25.0,3090.0,1555.0,155.0,2013
"Offenbach, Landkreis",Grundschulen,49.0,12086.0,5920.0,1031.0,2013
Rheingau-Taunus-Kreis,Grundschulen,32.0,5893.0,2872.0,314.0,2013
Wetteraukreis,Grundschulen,60.0,10233.0,5049.0,473.0,2013
"Gießen, Landkreis",Grundschulen,54.0,7910.0,3892.0,315.0,2013
Lahn-Dill-Kreis,Grundschulen,68.0,8634.0,4153.0,336.0,2013
"Limburg-Weilburg, Landkreis",Grundschulen,36.0,5701.0,2698.0,392.0,2013
"Marburg-Biedenkopf, Landkreis",Grundschulen,64.0,7832.0,3806.0,316.0,2013
Vogelsbergkreis,Grundschulen,22.0,3309.0,1610.0,79.0,2013
"Kassel, kreisfreie Stadt",Grundschulen,29.0,5984.0,2963.0,585.0,2013
"Fulda, Landkreis",Grundschulen,65.0,7880.0,3871.0,244.0,2013
"Hersfeld-Rotenburg, Landkreis",Grundschulen,30.0,4042.0,1969.0,117.0,2013
"Kassel, Landkreis",Grundschulen,50.0,7326.0,3700.0,202.0,2013
Schwalm-Eder-Kreis,Grundschulen,46.0,5876.0,2847.0,155.0,2013
"Waldeck-Frankenberg, Landkreis",Grundschulen,38.0,5364.0,2629.0,139.0,2013
Werra-Meißner-Kreis,Grundschulen,22.0,3039.0,1507.0,72.0,2013
"Koblenz, kreisfreie Stadt",Grundschulen,25.0,3301.0,1589.0,270.0,2013
"Ahrweiler, Landkreis",Grundschulen,29.0,3781.0,1868.0,207.0,2013
"Altenkirchen (Westerwald), Landkreis",Grundschulen,28.0,4492.0,2174.0,131.0,2013
"Bad Kreuznach, Landkreis",Grundschulen,35.0,5211.0,2505.0,244.0,2013
"Birkenfeld, Landkreis",Grundschulen,19.0,2532.0,1213.0,86.0,2013
"Cochem-Zell, Landkreis",Grundschulen,26.0,2065.0,981.0,74.0,2013
"Mayen-Koblenz, Landkreis",Grundschulen,63.0,6982.0,3459.0,232.0,2013
"Neuwied, Landkreis",Grundschulen,41.0,6219.0,2989.0,397.0,2013
Rhein-Hunsrück-Kreis,Grundschulen,22.0,3443.0,1670.0,101.0,2013
Rhein-Lahn-Kreis,Grundschulen,25.0,3895.0,1866.0,139.0,2013
Westerwaldkreis,Grundschulen,55.0,7091.0,3406.0,205.0,2013
"Trier, kreisfreie Stadt",Grundschulen,24.0,3022.0,1423.0,130.0,2013
"Bernkastel-Wittlich, Landkreis",Grundschulen,43.0,3669.0,1770.0,156.0,2013
Eifelkreis Bitburg-Prüm,Grundschulen,32.0,3382.0,1605.0,217.0,2013
"Vulkaneifel, Landkreis",Grundschulen,17.0,2022.0,1007.0,68.0,2013
"Trier-Saarburg, Landkreis",Grundschulen,48.0,4845.0,2400.0,219.0,2013
"Frankenthal (Pfalz), kreisfreie Stadt",Grundschulen,10.0,1475.0,717.0,110.0,2013
"Kaiserslautern, kreisfreie Stadt",Grundschulen,20.0,2924.0,1392.0,172.0,2013
"Landau in der Pfalz, kreisfreie Stadt",Grundschulen,11.0,1608.0,827.0,58.0,2013
"Ludwigshafen am Rhein, kreisfreie Stadt",Grundschulen,24.0,5884.0,2768.0,1015.0,2013
"Mainz, kreisfreie Stadt",Grundschulen,27.0,6324.0,2958.0,704.0,2013
"Neustadt an der Weinstraße, kreisfreie Stadt",Grundschulen,12.0,1670.0,792.0,67.0,2013
"Pirmasens, kreisfreie Stadt",Grundschulen,10.0,1215.0,582.0,49.0,2013
"Speyer, kreisfreie Stadt",Grundschulen,7.0,1632.0,790.0,116.0,2013
"Worms, kreisfreie Stadt",Grundschulen,14.0,2883.0,1403.0,242.0,2013
"Zweibrücken, kreisfreie Stadt",Grundschulen,8.0,1120.0,541.0,49.0,2013
"Alzey-Worms, Landkreis",Grundschulen,30.0,4477.0,2142.0,149.0,2013
"Bad Dürkheim, Landkreis",Grundschulen,36.0,4193.0,2016.0,131.0,2013
Donnersbergkreis,Grundschulen,20.0,2720.0,1331.0,110.0,2013
"Germersheim, Landkreis",Grundschulen,31.0,4490.0,2141.0,199.0,2013
"Kaiserslautern, Landkreis",Grundschulen,29.0,3563.0,1717.0,246.0,2013
"Kusel, Landkreis",Grundschulen,20.0,2285.0,1132.0,92.0,2013
"Südliche Weinstraße, Landkreis",Grundschulen,26.0,3393.0,1640.0,103.0,2013
Rhein-Pfalz-Kreis,Grundschulen,30.0,4927.0,2447.0,323.0,2013
"Mainz-Bingen, Landkreis",Grundschulen,44.0,7434.0,3642.0,315.0,2013
"Südwestpfalz, Landkreis",Grundschulen,29.0,2851.0,1328.0,58.0,2013
"Stuttgart, Landeshauptstadt, Stadtkreis",Grundschulen,81.0,17941.0,8804.0,3872.0,2013
"Böblingen, Landkreis",Grundschulen,65.0,12095.0,5892.0,996.0,2013
"Esslingen, Landkreis",Grundschulen,103.0,17461.0,8545.0,1698.0,2013
"Göppingen, Landkreis",Grundschulen,63.0,7498.0,3721.0,635.0,2013
"Ludwigsburg, Landkreis",Grundschulen,89.0,18515.0,9175.0,1635.0,2013
"Rems-Murr-Kreis, Landkreis",Grundschulen,87.0,13719.0,6737.0,1282.0,2013
"Heilbronn, Universitätsstadt, Stadtkreis",Grundschulen,20.0,4291.0,2098.0,765.0,2013
"Heilbronn, Landkreis",Grundschulen,85.0,9768.0,4811.0,563.0,2013
"Hohenlohekreis, Landkreis",Grundschulen,30.0,3483.0,1750.0,290.0,2013
"Schwäbisch Hall, Landkreis",Grundschulen,49.0,6654.0,3293.0,360.0,2013
"Main-Tauber-Kreis, Landkreis",Grundschulen,37.0,3935.0,1946.0,160.0,2013
"Heidenheim, Landkreis",Grundschulen,31.0,3886.0,1919.0,266.0,2013
"Ostalbkreis, Landkreis",Grundschulen,84.0,9433.0,4748.0,440.0,2013
"Baden-Baden, Stadtkreis",Grundschulen,12.0,1651.0,814.0,215.0,2013
"Karlsruhe, Stadtkreis",Grundschulen,47.0,8310.0,4179.0,938.0,2013
"Karlsruhe, Landkreis",Grundschulen,98.0,13849.0,6688.0,928.0,2013
"Rastatt, Landkreis",Grundschulen,60.0,7423.0,3629.0,510.0,2013
"Heidelberg, Stadtkreis",Grundschulen,21.0,3881.0,1934.0,417.0,2013
"Mannheim, Stadtkreis",Grundschulen,33.0,8936.0,4353.0,1543.0,2013
"Neckar-Odenwald-Kreis, Landkreis",Grundschulen,45.0,4530.0,2242.0,254.0,2013
"Rhein-Neckar-Kreis, Landkreis",Grundschulen,110.0,17959.0,8764.0,1269.0,2013
"Pforzheim, Stadtkreis",Grundschulen,18.0,4155.0,2091.0,836.0,2013
"Calw, Landkreis",Grundschulen,41.0,5146.0,2544.0,338.0,2013
"Enzkreis, Landkreis",Grundschulen,55.0,6717.0,3295.0,364.0,2013
"Freudenstadt, Landkreis",Grundschulen,33.0,4146.0,1973.0,220.0,2013
"Freiburg im Breisgau, Stadtkreis",Grundschulen,39.0,6840.0,3472.0,793.0,2013
"Breisgau-Hochschwarzwald, Landkreis",Grundschulen,69.0,8695.0,4287.0,523.0,2013
"Emmendingen, Landkreis",Grundschulen,43.0,5640.0,2748.0,312.0,2013
"Ortenaukreis, Landkreis",Grundschulen,116.0,14848.0,7435.0,1232.0,2013
"Rottweil, Landkreis",Grundschulen,53.0,5000.0,2506.0,309.0,2013
"Schwarzwald-Baar-Kreis, Landkreis",Grundschulen,50.0,6221.0,3139.0,466.0,2013
"Tuttlingen, Landkreis",Grundschulen,34.0,4616.0,2231.0,279.0,2013
"Konstanz, Landkreis",Grundschulen,57.0,8573.0,4255.0,787.0,2013
"Lörrach, Landkreis",Grundschulen,52.0,7358.0,3557.0,638.0,2013
"Waldshut, Landkreis",Grundschulen,48.0,5815.0,2876.0,528.0,2013
"Reutlingen, Landkreis",Grundschulen,61.0,8980.0,4475.0,785.0,2013
"Tübingen, Landkreis",Grundschulen,49.0,7048.0,3466.0,590.0,2013
"Zollernalbkreis, Landkreis",Grundschulen,47.0,5924.0,2887.0,332.0,2013
"Ulm, Stadtkreis",Grundschulen,26.0,3731.0,1895.0,450.0,2013
"Alb-Donau-Kreis, Landkreis",Grundschulen,63.0,6932.0,3406.0,427.0,2013
"Biberach, Landkreis",Grundschulen,57.0,6392.0,3108.0,245.0,2013
"Bodenseekreis, Landkreis",Grundschulen,44.0,6554.0,3202.0,408.0,2013
"Ravensburg, Landkreis",Grundschulen,68.0,8947.0,4376.0,429.0,2013
"Sigmaringen, Landkreis",Grundschulen,36.0,4249.0,2084.0,154.0,2013
Ingolstadt,Grundschulen,18.0,4385.0,2181.0,359.0,2013
"München, Landeshauptstadt",Grundschulen,154.0,41298.0,20448.0,7252.0,2013
Rosenheim,Grundschulen,8.0,1975.0,988.0,197.0,2013
"Altötting, Landkreis",Grundschulen,25.0,3784.0,1872.0,180.0,2013
"Berchtesgadener Land, Landkreis",Grundschulen,20.0,3200.0,1547.0,218.0,2013
"Bad Tölz-Wolfratshausen, Landkreis",Grundschulen,24.0,4294.0,2076.0,205.0,2013
"Dachau, Landkreis",Grundschulen,22.0,5678.0,2804.0,749.0,2013
"Ebersberg, Landkreis",Grundschulen,22.0,5272.0,2573.0,272.0,2013
"Eichstätt, Landkreis",Grundschulen,33.0,4724.0,2308.0,172.0,2013
"Erding, Landkreis",Grundschulen,32.0,5088.0,2501.0,296.0,2013
"Freising, Landkreis",Grundschulen,30.0,6159.0,3018.0,546.0,2013
"Fürstenfeldbruck, Landkreis",Grundschulen,33.0,7509.0,3719.0,623.0,2013
