area,total_Person,Single_Person,Two_Person,Three_Person,Four_Person,Five_Person,Six_Person,couples_without_a_child,couples_with_a_child,single_parents,people_sharing_an_apartment
      Elbingen,128,43,28,12,28,10,7,28,45,12,0
      Ettinghausen,131,42,28,29,26,6,0,19,58,12,0
      Hahn am See,172,49,55,39,19,10,0,40,55,22,6
      Herschbach Oww.,377,83,128,80,61,19,6,114,142,32,6
      Hundsangen,819,183,290,144,145,42,15,226,322,75,13
      Kuhnhöfen,72,18,29,15,10,0,0,23,22,9,0
      Mähren,93,18,32,15,15,6,7,28,40,7,0
      Meudt,750,179,244,151,114,46,16,228,267,73,3
      Molsberg,178,45,75,11,38,6,3,63,47,20,3
      Niederahr,335,86,121,58,45,12,13,103,122,17,7
      Oberahr,239,49,88,31,52,19,0,74,83,29,4
      Obererbach,227,63,77,40,44,3,0,71,78,15,0
      Salz,350,85,110,71,59,19,6,100,133,26,6
      Steinefrenz,288,55,73,92,49,12,7,72,136,25,0
      Wallmerod,544,144,167,92,107,24,10,136,212,42,10
      Weroth,238,47,77,37,46,25,6,62,96,30,3
      Zehnhausen bei Wallmerod,77,27,16,9,25,0,0,16,31,0,3
      Ailertchen,245,51,69,46,45,10,24,79,103,12,0
      Bellingen,255,69,98,31,39,8,10,82,82,19,3
      Berzhahn,199,58,60,26,42,10,3,48,71,19,3
      Brandscheid,188,35,65,45,37,3,3,63,75,6,9
      Enspel,116,31,27,29,17,9,3,33,52,0,0
      Gemünden,414,75,159,79,65,26,10,115,145,67,12
      Girkenroth,226,44,78,39,45,14,6,65,98,16,3
      Guckheim,372,82,118,94,66,6,6,102,156,26,6
      Halbs,123,28,41,25,20,6,3,34,47,11,3
      Härtlingen,160,22,53,27,40,15,3,57,74,7,0
      Hergenroth,195,58,58,41,32,6,0,50,66,21,0
      Höhn,1284,312,435,256,206,41,34,391,428,128,25
      Kaden,262,66,92,54,38,9,3,69,83,35,9
      Kölbingen,385,81,127,74,61,27,15,116,162,23,3
      Langenhahn,560,138,190,107,79,31,15,163,184,59,16
      Pottum,433,128,138,81,53,19,14,115,136,48,6
      Rotenhain,212,39,70,51,33,16,3,57,86,18,12
      Rothenbach,355,93,106,75,57,24,0,86,138,38,0
      Stahlhofen am Wiesensee,143,53,23,34,19,7,7,22,58,6,4
      Stockum-Püschen,288,72,85,74,48,6,3,91,101,18,6
      Weltersburg,108,23,43,29,3,10,0,24,27,25,9
"      Westerburg, St.",2401,752,739,441,310,104,55,623,731,249,46
      Willmenrod,276,81,101,55,26,10,3,79,85,31,0
      Winnen,202,51,83,43,16,6,3,68,62,18,3
      Bannberscheid,279,86,84,57,45,7,0,68,100,15,10
      Dernbach Ww.,975,287,332,166,149,35,6,276,298,87,27
      Ebernhahn,517,139,172,108,70,18,10,154,191,27,6
      Helferskirchen,465,119,160,94,70,10,12,153,156,34,3
      Leuterod,341,71,106,63,58,25,18,100,147,20,3
      Mogendorf,482,124,176,94,60,22,6,155,158,42,3
      Moschheim,307,65,97,57,69,10,9,94,114,25,9
      Niedersayn,79,15,24,28,9,3,0,17,37,7,3
      Ötzingen,551,138,150,106,119,29,9,113,226,56,18
      Siershahn,1138,284,400,219,139,60,36,335,411,86,22
      Staudt,444,79,155,122,69,12,7,128,182,46,9
"      Wirges, St.",2207,656,722,378,300,94,57,611,679,231,30
