Area,School_Type,Total_School,Total_People,Female,Foreigners,Year
"Herne, kreisfreie Stadt",Fachschulen,2.0,205.0,140.0,10.0,2021
Ennepe-Ruhr-Kreis,Fachschulen,4.0,730.0,460.0,50.0,2021
Hochsauerlandkreis,Fachschulen,7.0,830.0,500.0,35.0,2021
Märkischer Kreis,Fachschulen,6.0,1200.0,690.0,95.0,2021
"Olpe, Kreis",Fachschulen,1.0,170.0,150.0,10.0,2021
"Siegen-Wittgenstein, Kreis",Fachschulen,4.0,1065.0,370.0,30.0,2021
"Soest, Kreis",Fachschulen,4.0,720.0,480.0,30.0,2021
"Unna, Kreis",Fachschulen,5.0,690.0,450.0,50.0,2021
"Darmstadt, kreisfreie Stadt",Fachschulen,9.0,1279.0,863.0,162.0,2021
"Frankfurt am Main, kreisfreie Stadt",Fachschulen,13.0,1625.0,1059.0,296.0,2021
"Offenbach am Main, kreisfreie Stadt",Fachschulen,3.0,598.0,406.0,143.0,2021
"Wiesbaden, Landeshauptstadt, kreisfreie Stadt",Fachschulen,3.0,531.0,263.0,72.0,2021
"Bergstraße, Landkreis",Fachschulen,2.0,126.0,87.0,14.0,2021
"Darmstadt-Dieburg, Landkreis",Fachschulen,2.0,196.0,150.0,25.0,2021
"Groß-Gerau, Landkreis",Fachschulen,2.0,239.0,143.0,25.0,2021
Hochtaunuskreis,Fachschulen,2.0,351.0,281.0,56.0,2021
Main-Kinzig-Kreis,Fachschulen,9.0,1304.0,709.0,160.0,2021
Main-Taunus-Kreis,Fachschulen,1.0,125.0,99.0,6.0,2021
Odenwaldkreis,Fachschulen,2.0,103.0,79.0,11.0,2021
Rheingau-Taunus-Kreis,Fachschulen,3.0,197.0,139.0,30.0,2021
Wetteraukreis,Fachschulen,2.0,561.0,190.0,21.0,2021
"Gießen, Landkreis",Fachschulen,4.0,546.0,370.0,27.0,2021
Lahn-Dill-Kreis,Fachschulen,5.0,700.0,365.0,54.0,2021
"Limburg-Weilburg, Landkreis",Fachschulen,7.0,998.0,562.0,45.0,2021
"Marburg-Biedenkopf, Landkreis",Fachschulen,6.0,772.0,513.0,41.0,2021
Vogelsbergkreis,Fachschulen,7.0,530.0,293.0,22.0,2021
"Kassel, kreisfreie Stadt",Fachschulen,9.0,1356.0,830.0,115.0,2021
"Fulda, Landkreis",Fachschulen,7.0,815.0,477.0,40.0,2021
"Hersfeld-Rotenburg, Landkreis",Fachschulen,4.0,209.0,118.0,11.0,2021
Schwalm-Eder-Kreis,Fachschulen,5.0,475.0,341.0,36.0,2021
"Waldeck-Frankenberg, Landkreis",Fachschulen,4.0,433.0,208.0,23.0,2021
Werra-Meißner-Kreis,Fachschulen,1.0,179.0,145.0,9.0,2021
"Koblenz, kreisfreie Stadt",Fachschulen,3.0,831.0,591.0,79.0,2021
"Ahrweiler, Landkreis",Fachschulen,1.0,335.0,273.0,32.0,2021
"Altenkirchen (Westerwald), Landkreis",Fachschulen,2.0,433.0,295.0,10.0,2021
"Bad Kreuznach, Landkreis",Fachschulen,4.0,693.0,400.0,46.0,2021
"Birkenfeld, Landkreis",Fachschulen,3.0,186.0,100.0,6.0,2021
"Cochem-Zell, Landkreis",Fachschulen,1.0,55.0,41.0,7.0,2021
"Mayen-Koblenz, Landkreis",Fachschulen,1.0,228.0,166.0,8.0,2021
"Neuwied, Landkreis",Fachschulen,3.0,596.0,403.0,61.0,2021
Rhein-Hunsrück-Kreis,Fachschulen,2.0,539.0,432.0,32.0,2021
Rhein-Lahn-Kreis,Fachschulen,1.0,20.0,1.0,1.0,2021
Westerwaldkreis,Fachschulen,2.0,413.0,334.0,39.0,2021
"Trier, kreisfreie Stadt",Fachschulen,7.0,1489.0,830.0,97.0,2021
"Bernkastel-Wittlich, Landkreis",Fachschulen,1.0,27.0,21.0,2.0,2021
Eifelkreis Bitburg-Prüm,Fachschulen,4.0,366.0,275.0,25.0,2021
"Vulkaneifel, Landkreis",Fachschulen,1.0,54.0,44.0,6.0,2021
"Trier-Saarburg, Landkreis",Fachschulen,1.0,55.0,45.0,14.0,2021
"Frankenthal (Pfalz), kreisfreie Stadt",Fachschulen,1.0,96.0,5.0,11.0,2021
"Kaiserslautern, kreisfreie Stadt",Fachschulen,3.0,624.0,164.0,37.0,2021
"Landau in der Pfalz, kreisfreie Stadt",Fachschulen,2.0,192.0,125.0,30.0,2021
"Ludwigshafen am Rhein, kreisfreie Stadt",Fachschulen,6.0,1086.0,607.0,106.0,2021
"Mainz, kreisfreie Stadt",Fachschulen,4.0,989.0,673.0,140.0,2021
"Neustadt an der Weinstraße, kreisfreie Stadt",Fachschulen,2.0,170.0,11.0,2.0,2021
"Pirmasens, kreisfreie Stadt",Fachschulen,1.0,24.0,9.0,3.0,2021
"Speyer, kreisfreie Stadt",Fachschulen,2.0,305.0,235.0,13.0,2021
"Worms, kreisfreie Stadt",Fachschulen,1.0,329.0,237.0,38.0,2021
"Zweibrücken, kreisfreie Stadt",Fachschulen,1.0,78.0,64.0,17.0,2021
"Alzey-Worms, Landkreis",Fachschulen,1.0,241.0,197.0,25.0,2021
Donnersbergkreis,Fachschulen,1.0,296.0,242.0,22.0,2021
"Germersheim, Landkreis",Fachschulen,1.0,221.0,45.0,16.0,2021
"Kaiserslautern, Landkreis",Fachschulen,1.0,442.0,375.0,13.0,2021
"Kusel, Landkreis",Fachschulen,1.0,21.0,19.0,2.0,2021
"Südliche Weinstraße, Landkreis",Fachschulen,1.0,599.0,444.0,47.0,2021
"Mainz-Bingen, Landkreis",Fachschulen,2.0,99.0,26.0,15.0,2021
"Südwestpfalz, Landkreis",Fachschulen,1.0,162.0,131.0,6.0,2021
"Stuttgart, Landeshauptstadt, Stadtkreis",Fachschulen,24.0,1954.0,488.0,181.0,2021
"Böblingen, Landkreis",Fachschulen,5.0,348.0,53.0,21.0,2021
"Esslingen, Landkreis",Fachschulen,8.0,692.0,172.0,101.0,2021
"Göppingen, Landkreis",Fachschulen,4.0,190.0,96.0,17.0,2021
"Ludwigsburg, Landkreis",Fachschulen,4.0,185.0,64.0,31.0,2021
"Rems-Murr-Kreis, Landkreis",Fachschulen,7.0,704.0,312.0,78.0,2021
"Heilbronn, Universitätsstadt, Stadtkreis",Fachschulen,6.0,354.0,108.0,37.0,2021
"Heilbronn, Landkreis",Fachschulen,5.0,347.0,102.0,9.0,2021
"Hohenlohekreis, Landkreis",Fachschulen,4.0,237.0,57.0,11.0,2021
"Schwäbisch Hall, Landkreis",Fachschulen,8.0,383.0,199.0,56.0,2021
"Main-Tauber-Kreis, Landkreis",Fachschulen,3.0,61.0,11.0,1.0,2021
"Heidenheim, Landkreis",Fachschulen,3.0,100.0,34.0,8.0,2021
"Ostalbkreis, Landkreis",Fachschulen,6.0,665.0,279.0,74.0,2021
"Baden-Baden, Stadtkreis",Fachschulen,1.0,38.0,27.0,9.0,2021
"Karlsruhe, Stadtkreis",Fachschulen,12.0,906.0,178.0,47.0,2021
"Karlsruhe, Landkreis",Fachschulen,7.0,542.0,290.0,42.0,2021
"Rastatt, Landkreis",Fachschulen,5.0,254.0,53.0,12.0,2021
"Heidelberg, Stadtkreis",Fachschulen,9.0,1248.0,607.0,77.0,2021
"Mannheim, Stadtkreis",Fachschulen,9.0,633.0,172.0,69.0,2021
"Neckar-Odenwald-Kreis, Landkreis",Fachschulen,4.0,149.0,40.0,7.0,2021
"Rhein-Neckar-Kreis, Landkreis",Fachschulen,8.0,548.0,235.0,54.0,2021
"Pforzheim, Stadtkreis",Fachschulen,4.0,184.0,47.0,16.0,2021
"Calw, Landkreis",Fachschulen,3.0,281.0,186.0,10.0,2021
"Freudenstadt, Landkreis",Fachschulen,1.0,139.0,8.0,3.0,2021
"Freiburg im Breisgau, Stadtkreis",Fachschulen,9.0,632.0,255.0,59.0,2021
"Breisgau-Hochschwarzwald, Landkreis",Fachschulen,1.0,101.0,2.0,3.0,2021
"Emmendingen, Landkreis",Fachschulen,1.0,53.0,10.0,1.0,2021
"Ortenaukreis, Landkreis",Fachschulen,7.0,749.0,328.0,81.0,2021
"Rottweil, Landkreis",Fachschulen,3.0,291.0,127.0,17.0,2021
"Schwarzwald-Baar-Kreis, Landkreis",Fachschulen,6.0,397.0,87.0,18.0,2021
"Tuttlingen, Landkreis",Fachschulen,2.0,122.0,6.0,3.0,2021
"Konstanz, Landkreis",Fachschulen,6.0,280.0,99.0,25.0,2021
"Lörrach, Landkreis",Fachschulen,2.0,156.0,72.0,14.0,2021
"Waldshut, Landkreis",Fachschulen,2.0,51.0,5.0,1.0,2021
"Reutlingen, Landkreis",Fachschulen,6.0,603.0,207.0,70.0,2021
"Tübingen, Landkreis",Fachschulen,5.0,279.0,153.0,20.0,2021
"Zollernalbkreis, Landkreis",Fachschulen,4.0,301.0,90.0,9.0,2021
"Ulm, Stadtkreis",Fachschulen,4.0,405.0,84.0,14.0,2021
"Alb-Donau-Kreis, Landkreis",Fachschulen,2.0,237.0,114.0,28.0,2021
"Biberach, Landkreis",Fachschulen,3.0,236.0,48.0,8.0,2021
"Bodenseekreis, Landkreis",Fachschulen,4.0,611.0,167.0,96.0,2021
"Ravensburg, Landkreis",Fachschulen,8.0,1260.0,716.0,176.0,2021
"Sigmaringen, Landkreis",Fachschulen,3.0,171.0,79.0,6.0,2021
Ingolstadt,Fachschulen,3.0,416.0,54.0,8.0,2021
"München, Landeshauptstadt",Fachschulen,38.0,2240.0,573.0,190.0,2021
Rosenheim,Fachschulen,2.0,249.0,94.0,3.0,2021
"Altötting, Landkreis",Fachschulen,4.0,237.0,74.0,1.0,2021
"Bad Tölz-Wolfratshausen, Landkreis",Fachschulen,2.0,66.0,41.0,23.0,2021
"Dachau, Landkreis",Fachschulen,1.0,195.0,136.0,50.0,2021
"Erding, Landkreis",Fachschulen,1.0,42.0,21.0,1.0,2021
"Freising, Landkreis",Fachschulen,1.0,22.0,19.0,4.0,2021
"Garmisch-Partenkirchen, Landkreis",Fachschulen,1.0,54.0,4.0,2.0,2021
"München, Landkreis",Fachschulen,2.0,66.0,12.0,10.0,2021
"Neuburg-Schrobenhausen, Landkreis",Fachschulen,3.0,131.0,109.0,7.0,2021
"Rosenheim, Landkreis",Fachschulen,2.0,317.0,194.0,27.0,2021
"Weilheim-Schongau, Landkreis",Fachschulen,3.0,146.0,83.0,2.0,2021
Landshut,Fachschulen,5.0,255.0,61.0,2.0,2021
Passau,Fachschulen,5.0,199.0,66.0,9.0,2021
Straubing,Fachschulen,4.0,286.0,113.0,28.0,2021
"Deggendorf, Landkreis",Fachschulen,2.0,76.0,6.0,4.0,2021
"Landshut, Landkreis",Fachschulen,1.0,72.0,2.0,1.0,2021
"Passau, Landkreis",Fachschulen,2.0,80.0,5.0,1.0,2021
"Regen, Landkreis",Fachschulen,2.0,37.0,26.0,1.0,2021
"Rottal-Inn, Landkreis",Fachschulen,4.0,156.0,73.0,5.0,2021
Regensburg,Fachschulen,2.0,30.0,28.0,1.0,2021
Weiden i.d.OPf.,Fachschulen,3.0,101.0,51.0,1.0,2021
"Cham, Landkreis",Fachschulen,3.0,147.0,78.0,2.0,2021
"Neumarkt i.d.OPf., Landkreis",Fachschulen,3.0,207.0,64.0,10.0,2021
"Neustadt a.d.Waldnaab, Landkreis",Fachschulen,1.0,14.0,12.0,1.0,2021
"Regensburg, Landkreis",Fachschulen,3.0,563.0,78.0,13.0,2021
"Tirschenreuth, Landkreis",Fachschulen,3.0,40.0,16.0,2.0,2021
Bamberg,Fachschulen,4.0,109.0,52.0,5.0,2021
Bayreuth,Fachschulen,4.0,145.0,68.0,5.0,2021
Coburg,Fachschulen,4.0,118.0,57.0,3.0,2021
"Hof, Landkreis",Fachschulen,2.0,39.0,12.0,8.0,2021
"Kulmbach, Landkreis",Fachschulen,5.0,242.0,110.0,7.0,2021
"Wunsiedel i.Fichtelgebirge, Landkreis",Fachschulen,4.0,133.0,72.0,8.0,2021
Erlangen,Fachschulen,1.0,263.0,23.0,13.0,2021
Fürth,Fachschulen,5.0,111.0,82.0,11.0,2021
Nürnberg,Fachschulen,10.0,859.0,176.0,52.0,2021
"Ansbach, Landkreis",Fachschulen,7.0,359.0,161.0,13.0,2021
"Erlangen-Höchstadt, Landkreis",Fachschulen,6.0,188.0,104.0,24.0,2021
"Neustadt a.d.Aisch-Bad Windsheim, Landkreis",Fachschulen,1.0,32.0,18.0,2.0,2021
"Roth, Landkreis",Fachschulen,4.0,289.0,129.0,24.0,2021
"Weißenburg-Gunzenhausen, Landkreis",Fachschulen,3.0,75.0,23.0,2.0,2021
Aschaffenburg,Fachschulen,5.0,197.0,74.0,9.0,2021
Schweinfurt,Fachschulen,3.0,121.0,34.0,2.0,2021
Würzburg,Fachschulen,8.0,572.0,214.0,32.0,2021
"Bad Kissingen, Landkreis",Fachschulen,2.0,71.0,54.0,2.0,2021
"Rhön-Grabfeld, Landkreis",Fachschulen,4.0,68.0,13.0,1.0,2021
"Haßberge, Landkreis",Fachschulen,2.0,78.0,26.0,9.0,2021
"Würzburg, Landkreis",Fachschulen,1.0,121.0,21.0,1.0,2021
Augsburg,Fachschulen,2.0,654.0,96.0,18.0,2021
Kempten (Allgäu),Fachschulen,6.0,356.0,86.0,11.0,2021
Memmingen,Fachschulen,4.0,293.0,122.0,14.0,2021
"Aichach-Friedberg, Landkreis",Fachschulen,2.0,33.0,29.0,5.0,2021
"Günzburg, Landkreis",Fachschulen,3.0,292.0,203.0,16.0,2021
"Unterallgäu, Landkreis",Fachschulen,3.0,193.0,57.0,4.0,2021
"Donau-Ries, Landkreis",Fachschulen,4.0,208.0,40.0,12.0,2021
"Saarbrücken, Regionalverband",Fachschulen,9.0,1140.0,587.0,86.0,2021
"Saarbrücken, Landeshauptstadt",Fachschulen,9.0,1140.0,587.0,86.0,2021
"Merzig-Wadern, Landkreis",Fachschulen,1.0,152.0,114.0,16.0,2021
"Saarlouis, Landkreis",Fachschulen,1.0,426.0,357.0,32.0,2021
"St. Wendel, Landkreis",Fachschulen,1.0,301.0,248.0,14.0,2021
Berlin,Fachschulen,72.0,12437.0,8613.0,1726.0,2021
"Brandenburg an der Havel, kreisfreie Stadt",Fachschulen,2.0,296.0,231.0,1.0,2021
"Cottbus, kreisfreie Stadt",Fachschulen,2.0,584.0,434.0,16.0,2021
"Frankfurt (Oder), kreisfreie Stadt",Fachschulen,1.0,260.0,192.0,10.0,2021
"Potsdam, kreisfreie Stadt",Fachschulen,7.0,995.0,720.0,46.0,2021
"Barnim, Landkreis",Fachschulen,2.0,548.0,399.0,16.0,2021
"Dahme-Spreewald, Landkreis",Fachschulen,1.0,84.0,71.0,4.0,2021
"Havelland, Landkreis",Fachschulen,2.0,272.0,219.0,10.0,2021
"Märkisch-Oderland, Landkreis",Fachschulen,1.0,207.0,139.0,3.0,2021
"Oberhavel, Landkreis",Fachschulen,3.0,339.0,242.0,4.0,2021
"Oberspreewald-Lausitz, Landkreis",Fachschulen,3.0,318.0,228.0,7.0,2021
"Oder-Spree, Landkreis",Fachschulen,3.0,475.0,370.0,16.0,2021
"Ostprignitz-Ruppin, Landkreis",Fachschulen,3.0,440.0,315.0,3.0,2021
"Potsdam-Mittelmark, Landkreis",Fachschulen,2.0,224.0,162.0,1.0,2021
"Prignitz, Landkreis",Fachschulen,2.0,211.0,173.0,1.0,2021
"Teltow-Fläming, Landkreis",Fachschulen,1.0,206.0,166.0,4.0,2021
"Uckermark, Landkreis",Fachschulen,1.0,222.0,177.0,3.0,2021
"Rostock, Hanse- und Universitätsstadt, kreisfreie Stadt",Fachschulen,6.0,582.0,345.0,17.0,2021
"Schwerin, Landeshauptstadt, kreisfreie Stadt",Fachschulen,6.0,573.0,435.0,14.0,2021
"Mecklenburgische Seenplatte, Landkreis",Fachschulen,3.0,190.0,135.0,2.0,2021
Landkreis Rostock,Fachschulen,4.0,327.0,207.0,6.0,2021
"Vorpommern-Rügen, Landkreis",Fachschulen,3.0,234.0,188.0,8.0,2021
"Vorpommern-Greifswald, Landkreis",Fachschulen,2.0,236.0,163.0,6.0,2021
"Chemnitz, Stadt",Fachschulen,9.0,1236.0,787.0,27.0,2021
Erzgebirgskreis,Fachschulen,6.0,409.0,322.0,2.0,2021
"Mittelsachsen, Landkreis",Fachschulen,5.0,329.0,237.0,1.0,2021
Vogtlandkreis,Fachschulen,3.0,318.0,234.0,2.0,2021
"Zwickau, Landkreis",Fachschulen,9.0,771.0,594.0,13.0,2021
"Dresden, Stadt",Fachschulen,14.0,2800.0,1886.0,115.0,2021
"Bautzen, Landkreis",Fachschulen,5.0,565.0,396.0,8.0,2021
"Görlitz, Landkreis",Fachschulen,6.0,500.0,355.0,23.0,2021
"Meißen, Landkreis",Fachschulen,6.0,300.0,237.0,3.0,2021
"Sächsische Schweiz-Osterzgebirge, Landkreis",Fachschulen,2.0,139.0,124.0,3.0,2021
"Leipzig, Stadt",Fachschulen,18.0,2342.0,1585.0,92.0,2021
"Leipzig, Landkreis",Fachschulen,2.0,278.0,214.0,6.0,2021
"Nordsachsen, Landkreis",Fachschulen,3.0,426.0,347.0,6.0,2021
"Dessau-Roßlau, kreisfreie Stadt",Fachschulen,5.0,396.0,336.0,9.0,2021
"Halle (Saale), kreisfreie Stadt",Fachschulen,9.0,975.0,708.0,18.0,2021
"Magdeburg, Landeshauptstadt, kreisfreie Stadt",Fachschulen,12.0,981.0,687.0,21.0,2021
"Börde, Landkreis",Fachschulen,5.0,432.0,300.0,3.0,2021
"Harz, Landkreis",Fachschulen,8.0,594.0,480.0,3.0,2021
Salzlandkreis,Fachschulen,5.0,399.0,327.0,12.0,2021
"Stendal, Landkreis",Fachschulen,4.0,195.0,162.0,3.0,2021
"Erfurt, kreisfreie Stadt",Fachschulen,7.0,801.0,527.0,23.0,2021
"Gera, kreisfreie Stadt",Fachschulen,5.0,453.0,337.0,8.0,2021
"Jena, kreisfreie Stadt",Fachschulen,3.0,276.0,178.0,9.0,2021
"Suhl, kreisfreie Stadt",Fachschulen,2.0,242.0,209.0,2.0,2021
"Weimar, kreisfreie Stadt",Fachschulen,1.0,280.0,231.0,9.0,2021
"Eichsfeld, Kreis",Fachschulen,1.0,170.0,132.0,6.0,2021
"Nordhausen, Kreis",Fachschulen,1.0,163.0,129.0,1.0,2021
Wartburgkreis,Fachschulen,3.0,300.0,247.0,5.0,2021
Unstrut-Hainich-Kreis,Fachschulen,2.0,378.0,191.0,1.0,2021
Kyffhäuserkreis,Fachschulen,2.0,258.0,212.0,5.0,2021
"Schmalkalden-Meiningen, Kreis",Fachschulen,1.0,113.0,101.0,3.0,2021
"Gotha, Kreis",Fachschulen,2.0,498.0,138.0,7.0,2021
Ilm-Kreis,Fachschulen,1.0,76.0,66.0,3.0,2021
Saale-Orla-Kreis,Fachschulen,1.0,55.0,45.0,1.0,2021
"Greiz, Kreis",Fachschulen,1.0,192.0,159.0,11.0,2021
"Altenburger Land, Kreis",Fachschulen,3.0,237.0,182.0,8.0,2021
"Flensburg, kreisfreie Stadt",Berufsober- / Technische Oberschulen,3.0,119.0,63.0,1.0,2012
"Kiel, Landeshauptstadt, kreisfreie Stadt",Berufsober- / Technische Oberschulen,3.0,190.0,104.0,2.0,2012
"Lübeck, Hansestadt, kreisfreie Stadt",Berufsober- / Technische Oberschulen,5.0,249.0,102.0,9.0,2012
"Neumünster, kreisfreie Stadt",Berufsober- / Technische Oberschulen,3.0,62.0,32.0,2.0,2012
"Rendsburg-Eckernförde, Landkreis",Berufsober- / Technische Oberschulen,2.0,56.0,17.0,4.0,2012
Hamburg,Berufsober- / Technische Oberschulen,6.0,93.0,46.0,8.0,2012
"Region Hannover, Landkreis",Berufsober- / Technische Oberschulen,4.0,73.0,52.0,3.0,2012
"Hannover, Landeshauptstadt",Berufsober- / Technische Oberschulen,4.0,73.0,52.0,3.0,2012
"Bremen, kreisfreie Stadt",Berufsober- / Technische Oberschulen,3.0,95.0,55.0,7.0,2012
"Koblenz, kreisfreie Stadt",Berufsober- / Technische Oberschulen,3.0,306.0,133.0,13.0,2012
"Ahrweiler, Landkreis",Berufsober- / Technische Oberschulen,1.0,83.0,26.0,2.0,2012
"Altenkirchen (Westerwald), Landkreis",Berufsober- / Technische Oberschulen,2.0,108.0,31.0,6.0,2012
"Bad Kreuznach, Landkreis",Berufsober- / Technische Oberschulen,4.0,265.0,109.0,7.0,2012
"Cochem-Zell, Landkreis",Berufsober- / Technische Oberschulen,1.0,135.0,55.0,1.0,2012
"Mayen-Koblenz, Landkreis",Berufsober- / Technische Oberschulen,2.0,160.0,49.0,6.0,2012
"Neuwied, Landkreis",Berufsober- / Technische Oberschulen,3.0,233.0,99.0,12.0,2012
Rhein-Hunsrück-Kreis,Berufsober- / Technische Oberschulen,2.0,88.0,32.0,3.0,2012
Rhein-Lahn-Kreis,Berufsober- / Technische Oberschulen,2.0,146.0,55.0,11.0,2012
Westerwaldkreis,Berufsober- / Technische Oberschulen,2.0,139.0,51.0,1.0,2012
"Trier, kreisfreie Stadt",Berufsober- / Technische Oberschulen,3.0,209.0,73.0,5.0,2012
"Bernkastel-Wittlich, Landkreis",Berufsober- / Technische Oberschulen,2.0,120.0,59.0,4.0,2012
"Vulkaneifel, Landkreis",Berufsober- / Technische Oberschulen,1.0,96.0,35.0,1.0,2012
"Trier-Saarburg, Landkreis",Berufsober- / Technische Oberschulen,1.0,24.0,9.0,2.0,2012
"Frankenthal (Pfalz), kreisfreie Stadt",Berufsober- / Technische Oberschulen,1.0,45.0,10.0,7.0,2012
"Kaiserslautern, kreisfreie Stadt",Berufsober- / Technische Oberschulen,2.0,238.0,83.0,4.0,2012
"Landau in der Pfalz, kreisfreie Stadt",Berufsober- / Technische Oberschulen,1.0,146.0,77.0,7.0,2012
"Ludwigshafen am Rhein, kreisfreie Stadt",Berufsober- / Technische Oberschulen,5.0,543.0,226.0,45.0,2012
"Mainz, kreisfreie Stadt",Berufsober- / Technische Oberschulen,4.0,362.0,165.0,32.0,2012
"Neustadt an der Weinstraße, kreisfreie Stadt",Berufsober- / Technische Oberschulen,1.0,139.0,62.0,8.0,2012
"Speyer, kreisfreie Stadt",Berufsober- / Technische Oberschulen,1.0,119.0,41.0,14.0,2012
"Worms, kreisfreie Stadt",Berufsober- / Technische Oberschulen,2.0,111.0,45.0,10.0,2012
"Zweibrücken, kreisfreie Stadt",Berufsober- / Technische Oberschulen,1.0,97.0,50.0,1.0,2012
"Alzey-Worms, Landkreis",Berufsober- / Technische Oberschulen,1.0,49.0,25.0,1.0,2012
"Bad Dürkheim, Landkreis",Berufsober- / Technische Oberschulen,1.0,37.0,15.0,1.0,2012
Donnersbergkreis,Berufsober- / Technische Oberschulen,1.0,40.0,12.0,1.0,2012
"Germersheim, Landkreis",Berufsober- / Technische Oberschulen,1.0,26.0,10.0,3.0,2012
"Mainz-Bingen, Landkreis",Berufsober- / Technische Oberschulen,2.0,114.0,33.0,7.0,2012
"Südwestpfalz, Landkreis",Berufsober- / Technische Oberschulen,1.0,89.0,53.0,1.0,2012
"Stuttgart, Landeshauptstadt, Stadtkreis",Berufsober- / Technische Oberschulen,4.0,506.0,199.0,42.0,2012
"Esslingen, Landkreis",Berufsober- / Technische Oberschulen,2.0,139.0,46.0,5.0,2012
"Rems-Murr-Kreis, Landkreis",Berufsober- / Technische Oberschulen,1.0,9.0,4.0,1.0,2012
"Hohenlohekreis, Landkreis",Berufsober- / Technische Oberschulen,3.0,105.0,40.0,3.0,2012
"Ostalbkreis, Landkreis",Berufsober- / Technische Oberschulen,2.0,91.0,36.0,1.0,2012
"Baden-Baden, Stadtkreis",Berufsober- / Technische Oberschulen,1.0,110.0,66.0,9.0,2012
"Karlsruhe, Stadtkreis",Berufsober- / Technische Oberschulen,2.0,145.0,42.0,7.0,2012
"Rastatt, Landkreis",Berufsober- / Technische Oberschulen,1.0,49.0,26.0,5.0,2012
"Mannheim, Stadtkreis",Berufsober- / Technische Oberschulen,2.0,149.0,67.0,15.0,2012
"Rhein-Neckar-Kreis, Landkreis",Berufsober- / Technische Oberschulen,2.0,82.0,53.0,7.0,2012
"Pforzheim, Stadtkreis",Berufsober- / Technische Oberschulen,1.0,73.0,40.0,8.0,2012
"Freiburg im Breisgau, Stadtkreis",Berufsober- / Technische Oberschulen,3.0,205.0,50.0,12.0,2012
"Emmendingen, Landkreis",Berufsober- / Technische Oberschulen,1.0,109.0,52.0,5.0,2012
"Konstanz, Landkreis",Berufsober- / Technische Oberschulen,2.0,120.0,41.0,8.0,2012
"Tübingen, Landkreis",Berufsober- / Technische Oberschulen,2.0,91.0,58.0,6.0,2012
"Ulm, Stadtkreis",Berufsober- / Technische Oberschulen,1.0,75.0,10.0,2.0,2012
"Biberach, Landkreis",Berufsober- / Technische Oberschulen,1.0,74.0,37.0,4.0,2012
"Bodenseekreis, Landkreis",Berufsober- / Technische Oberschulen,1.0,42.0,7.0,2.0,2012
Ingolstadt,Berufsober- / Technische Oberschulen,1.0,423.0,176.0,15.0,2012
"München, Landeshauptstadt",Berufsober- / Technische Oberschulen,5.0,1804.0,909.0,276.0,2012
Rosenheim,Berufsober- / Technische Oberschulen,2.0,292.0,92.0,8.0,2012
"Altötting, Landkreis",Berufsober- / Technische Oberschulen,1.0,288.0,118.0,7.0,2012
"Bad Tölz-Wolfratshausen, Landkreis",Berufsober- / Technische Oberschulen,1.0,188.0,54.0,4.0,2012
"Erding, Landkreis",Berufsober- / Technische Oberschulen,1.0,159.0,53.0,6.0,2012
"Freising, Landkreis",Berufsober- / Technische Oberschulen,1.0,190.0,55.0,11.0,2012
"Fürstenfeldbruck, Landkreis",Berufsober- / Technische Oberschulen,1.0,156.0,47.0,6.0,2012
"Landsberg am Lech, Landkreis",Berufsober- / Technische Oberschulen,1.0,146.0,54.0,3.0,2012
"Miesbach, Landkreis",Berufsober- / Technische Oberschulen,1.0,48.0,36.0,1.0,2012
"Neuburg-Schrobenhausen, Landkreis",Berufsober- / Technische Oberschulen,1.0,68.0,28.0,1.0,2012
"Pfaffenhofen a.d.Ilm, Landkreis",Berufsober- / Technische Oberschulen,1.0,268.0,82.0,3.0,2012
"Rosenheim, Landkreis",Berufsober- / Technische Oberschulen,1.0,111.0,32.0,5.0,2012
"Traunstein, Landkreis",Berufsober- / Technische Oberschulen,2.0,320.0,119.0,6.0,2012
"Weilheim-Schongau, Landkreis",Berufsober- / Technische Oberschulen,1.0,138.0,33.0,8.0,2012
Landshut,Berufsober- / Technische Oberschulen,2.0,474.0,190.0,12.0,2012
Passau,Berufsober- / Technische Oberschulen,1.0,251.0,99.0,3.0,2012
Straubing,Berufsober- / Technische Oberschulen,1.0,178.0,60.0,1.0,2012
"Deggendorf, Landkreis",Berufsober- / Technische Oberschulen,1.0,234.0,99.0,2.0,2012
"Kelheim, Landkreis",Berufsober- / Technische Oberschulen,1.0,130.0,45.0,5.0,2012
"Rottal-Inn, Landkreis",Berufsober- / Technische Oberschulen,1.0,119.0,36.0,3.0,2012
Amberg,Berufsober- / Technische Oberschulen,1.0,239.0,93.0,3.0,2012
Regensburg,Berufsober- / Technische Oberschulen,2.0,473.0,199.0,9.0,2012
Weiden i.d.OPf.,Berufsober- / Technische Oberschulen,1.0,234.0,108.0,4.0,2012
"Cham, Landkreis",Berufsober- / Technische Oberschulen,1.0,170.0,52.0,2.0,2012
"Neumarkt i.d.OPf., Landkreis",Berufsober- / Technische Oberschulen,1.0,265.0,95.0,3.0,2012
"Schwandorf, Landkreis",Berufsober- / Technische Oberschulen,1.0,203.0,91.0,4.0,2012
Bamberg,Berufsober- / Technische Oberschulen,1.0,272.0,108.0,3.0,2012
Bayreuth,Berufsober- / Technische Oberschulen,1.0,134.0,52.0,1.0,2012
Coburg,Berufsober- / Technische Oberschulen,1.0,169.0,61.0,4.0,2012
Hof,Berufsober- / Technische Oberschulen,1.0,162.0,61.0,4.0,2012
