City,Total_Death,Under 1 Year,1 to under 15 years,15 to under 25 years,25 to under 30 years,30 to under 35 years,35 to under 40 years,40 to under 45 years,45 to under 50 years,50 to under 55 years,55 to under 60 years,60 to under 65 years,65 to under 70 years,70 to under 75 years,75 to under 80 years,80 to under 85 years,85 year and Above ,Year
"Ostholstein, Landkreis",2934.0,4.0,0.0,5.0,0.0,7.0,10.0,15.0,24.0,56.0,90.0,140.0,192.0,259.0,430.0,610.0,1087.0,2020
"Pinneberg, Landkreis",3629.0,8.0,0.0,10.0,0.0,11.0,19.0,21.0,35.0,90.0,134.0,189.0,234.0,317.0,483.0,772.0,1296.0,2020
"Plön, Landkreis",1597.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,14.0,33.0,52.0,73.0,98.0,129.0,201.0,380.0,595.0,2020
"Rendsburg-Eckernförde, Landkreis",3266.0,7.0,5.0,8.0,7.0,3.0,13.0,23.0,32.0,64.0,132.0,171.0,211.0,293.0,445.0,685.0,1167.0,2020
"Schleswig-Flensburg, Landkreis",2452.0,4.0,0.0,8.0,3.0,4.0,16.0,19.0,19.0,58.0,96.0,135.0,158.0,222.0,344.0,496.0,870.0,2020
"Segeberg, Landkreis",2994.0,6.0,5.0,0.0,0.0,10.0,14.0,15.0,17.0,80.0,124.0,150.0,197.0,279.0,400.0,630.0,1062.0,2020
"Steinburg, Landkreis",1665.0,4.0,0.0,4.0,7.0,6.0,10.0,11.0,23.0,37.0,69.0,75.0,127.0,139.0,226.0,339.0,588.0,2020
"Stormarn, Landkreis",2932.0,4.0,0.0,10.0,0.0,0.0,8.0,20.0,26.0,41.0,94.0,141.0,142.0,236.0,410.0,619.0,1176.0,2020
Hamburg,18308.0,73.0,18.0,51.0,34.0,59.0,72.0,123.0,191.0,422.0,727.0,916.0,1122.0,1585.0,2508.0,3548.0,6859.0,2020
"Braunschweig, kreisfreie Stadt",2893.0,10.0,6.0,5.0,7.0,10.0,12.0,20.0,31.0,77.0,96.0,144.0,199.0,238.0,356.0,526.0,1156.0,2020
"Salzgitter, kreisfreie Stadt",1467.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,16.0,30.0,49.0,76.0,120.0,131.0,196.0,299.0,532.0,2020
"Wolfsburg, kreisfreie Stadt",1545.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,15.0,39.0,70.0,83.0,90.0,111.0,192.0,305.0,604.0,2020
"Gifhorn, Landkreis",1849.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,22.0,41.0,87.0,102.0,148.0,145.0,232.0,383.0,657.0,2020
"Goslar, Landkreis",2223.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,19.0,44.0,70.0,95.0,156.0,203.0,287.0,452.0,859.0,2020
"Helmstedt, Landkreis",1277.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,15.0,30.0,48.0,59.0,85.0,100.0,174.0,256.0,485.0,2020
"Northeim, Landkreis",1924.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,18.0,40.0,63.0,95.0,153.0,154.0,203.0,404.0,762.0,2020
"Peine, Landkreis",1668.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,21.0,34.0,56.0,104.0,122.0,108.0,205.0,368.0,617.0,2020
"Wolfenbüttel, Landkreis",1541.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,14.0,28.0,56.0,93.0,98.0,146.0,223.0,316.0,534.0,2020
"Göttingen, Landkreis",3970.0,0.0,0.0,0.0,0.0,0.0,12.0,19.0,44.0,86.0,138.0,186.0,265.0,336.0,467.0,743.0,1645.0,2020
"Region Hannover, Landkreis",13241.0,0.0,0.0,0.0,0.0,0.0,54.0,89.0,158.0,308.0,500.0,668.0,858.0,1051.0,1762.0,2522.0,5146.0,2020
"Hannover, Landeshauptstadt",5675.0,0.0,0.0,0.0,0.0,0.0,22.0,44.0,84.0,154.0,233.0,298.0,364.0,441.0,710.0,988.0,2280.0,2020
"Diepholz, Landkreis",2689.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,30.0,73.0,103.0,143.0,149.0,225.0,321.0,565.0,1032.0,2020
"Hameln-Pyrmont, Landkreis",2143.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,27.0,41.0,88.0,106.0,135.0,171.0,262.0,414.0,851.0,2020
"Hildesheim, Landkreis",3694.0,0.0,0.0,0.0,0.0,0.0,11.0,30.0,42.0,79.0,135.0,178.0,289.0,296.0,431.0,719.0,1445.0,2020
"Holzminden, Landkreis",1100.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,7.0,22.0,31.0,53.0,76.0,82.0,136.0,215.0,454.0,2020
"Nienburg (Weser), Landkreis",1649.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,16.0,42.0,57.0,88.0,115.0,145.0,206.0,302.0,650.0,2020
"Schaumburg, Landkreis",2111.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,17.0,52.0,90.0,129.0,110.0,156.0,229.0,408.0,887.0,2020
"Celle, Landkreis",2347.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,23.0,59.0,105.0,120.0,168.0,190.0,301.0,451.0,888.0,2020
"Cuxhaven, Landkreis",2781.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,26.0,65.0,105.0,139.0,184.0,254.0,415.0,544.0,996.0,2020
"Harburg, Landkreis",2809.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,34.0,51.0,88.0,148.0,164.0,215.0,341.0,621.0,1104.0,2020
"Lüchow-Dannenberg, Landkreis",751.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,9.0,12.0,29.0,34.0,28.0,65.0,98.0,163.0,299.0,2020
"Lüneburg, Landkreis",1956.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,30.0,47.0,74.0,97.0,117.0,169.0,263.0,364.0,744.0,2020
"Osterholz, Landkreis",1397.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,15.0,31.0,61.0,69.0,91.0,115.0,199.0,293.0,492.0,2020
"Rotenburg (Wümme), Landkreis",1879.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,25.0,39.0,78.0,114.0,132.0,146.0,231.0,359.0,716.0,2020
"Heidekreis, Landkreis",1789.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,15.0,33.0,80.0,92.0,145.0,145.0,230.0,328.0,684.0,2020
"Stade, Landkreis",2415.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,24.0,59.0,80.0,128.0,169.0,194.0,321.0,526.0,874.0,2020
"Uelzen, Landkreis",1330.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,32.0,50.0,60.0,99.0,105.0,165.0,281.0,511.0,2020
"Verden, Landkreis",1619.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,27.0,59.0,88.0,118.0,117.0,213.0,328.0,624.0,2020
"Delmenhorst, kreisfreie Stadt",881.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,30.0,44.0,46.0,71.0,96.0,117.0,178.0,274.0,2020
"Emden, kreisfreie Stadt",613.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,6.0,17.0,28.0,27.0,59.0,72.0,84.0,97.0,199.0,2020
"Oldenburg (Oldenburg), kreisfreie Stadt",1666.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,17.0,55.0,69.0,97.0,106.0,121.0,194.0,301.0,655.0,2020
"Osnabrück, kreisfreie Stadt",1670.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,19.0,47.0,60.0,75.0,107.0,133.0,211.0,305.0,671.0,2020
"Wilhelmshaven, kreisfreie Stadt",1165.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,17.0,31.0,37.0,69.0,86.0,106.0,162.0,206.0,434.0,2020
"Ammerland, Landkreis",1434.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,18.0,25.0,31.0,66.0,104.0,138.0,191.0,281.0,548.0,2020
"Aurich, Landkreis",2420.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,26.0,66.0,108.0,151.0,175.0,236.0,319.0,473.0,817.0,2020
"Cloppenburg, Landkreis",1739.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,17.0,51.0,60.0,93.0,108.0,142.0,209.0,331.0,673.0,2020
"Emsland, Landkreis",3424.0,0.0,0.0,0.0,0.0,0.0,15.0,21.0,53.0,85.0,140.0,191.0,270.0,299.0,398.0,652.0,1250.0,2020
"Friesland, Landkreis",1309.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,16.0,29.0,48.0,71.0,103.0,130.0,168.0,277.0,443.0,2020
"Grafschaft Bentheim, Landkreis",1496.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,10.0,33.0,47.0,85.0,94.0,121.0,162.0,302.0,608.0,2020
"Leer, Landkreis",2006.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,27.0,47.0,105.0,113.0,161.0,201.0,254.0,381.0,680.0,2020
"Oldenburg, Landkreis",1564.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,20.0,37.0,57.0,88.0,104.0,108.0,204.0,337.0,582.0,2020
"Osnabrück, Landkreis",4147.0,0.0,0.0,0.0,0.0,0.0,16.0,24.0,45.0,84.0,143.0,212.0,280.0,315.0,469.0,796.0,1716.0,2020
"Vechta, Landkreis",1367.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,16.0,36.0,51.0,71.0,111.0,102.0,134.0,278.0,530.0,2020
"Wesermarsch, Landkreis",1226.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,16.0,26.0,56.0,49.0,100.0,120.0,152.0,247.0,435.0,2020
"Wittmund, Landkreis",796.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0,16.0,28.0,36.0,68.0,89.0,103.0,146.0,287.0,2020
"Bremen, kreisfreie Stadt",6642.0,28.0,5.0,13.0,19.0,18.0,36.0,49.0,84.0,167.0,272.0,386.0,423.0,583.0,850.0,1284.0,2425.0,2020
"Bremerhaven, kreisfreie Stadt",1509.0,8.0,2.0,5.0,3.0,6.0,12.0,17.0,18.0,48.0,70.0,110.0,137.0,137.0,216.0,276.0,444.0,2020
"Düsseldorf, kreisfreie Stadt",6266.0,16.0,6.0,7.0,7.0,23.0,26.0,47.0,52.0,138.0,224.0,351.0,429.0,550.0,888.0,1174.0,2328.0,2020
"Duisburg, kreisfreie Stadt",6527.0,31.0,8.0,10.0,7.0,12.0,24.0,46.0,82.0,153.0,236.0,412.0,522.0,593.0,823.0,1223.0,2345.0,2020
"Essen, kreisfreie Stadt",7544.0,26.0,6.0,6.0,14.0,29.0,32.0,49.0,56.0,188.0,292.0,400.0,556.0,670.0,966.0,1421.0,2833.0,2020
"Krefeld, kreisfreie Stadt",2887.0,7.0,0.0,0.0,0.0,8.0,16.0,28.0,31.0,63.0,116.0,166.0,219.0,257.0,384.0,560.0,1022.0,2020
"Mönchengladbach, kreisfreie Stadt",3361.0,11.0,0.0,0.0,0.0,8.0,8.0,32.0,40.0,75.0,160.0,185.0,259.0,255.0,428.0,653.0,1234.0,2020
"Mülheim an der Ruhr, kreisfreie Stadt",2282.0,5.0,0.0,0.0,0.0,0.0,6.0,9.0,23.0,51.0,87.0,118.0,153.0,181.0,294.0,434.0,911.0,2020
"Oberhausen, kreisfreie Stadt",2803.0,7.0,0.0,3.0,5.0,8.0,10.0,11.0,26.0,70.0,119.0,175.0,255.0,243.0,362.0,549.0,960.0,2020
"Remscheid, kreisfreie Stadt",1487.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,16.0,43.0,64.0,73.0,82.0,127.0,199.0,279.0,579.0,2020
"Solingen, kreisfreie Stadt",2158.0,0.0,5.0,0.0,0.0,6.0,13.0,12.0,23.0,51.0,74.0,111.0,134.0,164.0,273.0,440.0,840.0,2020
"Wuppertal, kreisfreie Stadt",4513.0,10.0,0.0,0.0,0.0,15.0,26.0,31.0,47.0,84.0,173.0,253.0,335.0,400.0,541.0,859.0,1716.0,2020
"Kleve, Kreis",3695.0,16.0,4.0,8.0,9.0,11.0,15.0,26.0,23.0,101.0,145.0,221.0,293.0,311.0,443.0,684.0,1385.0,2020
"Mettmann, Kreis",6467.0,15.0,6.0,4.0,7.0,8.0,11.0,33.0,57.0,115.0,213.0,300.0,389.0,488.0,844.0,1417.0,2560.0,2020
Rhein-Kreis Neuss,5301.0,12.0,5.0,11.0,10.0,13.0,14.0,23.0,54.0,101.0,205.0,261.0,338.0,434.0,693.0,1096.0,2031.0,2020
"Viersen, Kreis",3628.0,7.0,3.0,3.0,4.0,7.0,17.0,19.0,37.0,65.0,140.0,223.0,228.0,306.0,479.0,736.0,1354.0,2020
"Wesel, Kreis",6102.0,5.0,8.0,11.0,7.0,12.0,21.0,29.0,51.0,128.0,227.0,327.0,469.0,505.0,743.0,1207.0,2352.0,2020
"Bonn, kreisfreie Stadt",3008.0,12.0,10.0,10.0,7.0,17.0,10.0,21.0,31.0,78.0,99.0,142.0,182.0,207.0,365.0,555.0,1262.0,2020
"Köln, kreisfreie Stadt",10238.0,30.0,18.0,17.0,26.0,29.0,71.0,82.0,133.0,267.0,365.0,557.0,701.0,906.0,1375.0,1994.0,3667.0,2020
"Leverkusen, kreisfreie Stadt",1813.0,5.0,3.0,7.0,5.0,3.0,9.0,6.0,15.0,40.0,71.0,88.0,121.0,120.0,236.0,369.0,715.0,2020
Städteregion Aachen (einschl. Stadt Aachen),6220.0,10.0,5.0,14.0,14.0,14.0,22.0,47.0,47.0,140.0,225.0,319.0,405.0,528.0,767.0,1253.0,2410.0,2020
"Aachen, krfr. Stadt",2481.0,5.0,3.0,7.0,8.0,6.0,13.0,18.0,20.0,61.0,81.0,126.0,158.0,207.0,320.0,474.0,974.0,2020
"Düren, Kreis",3397.0,4.0,0.0,4.0,0.0,10.0,6.0,20.0,34.0,59.0,157.0,180.0,254.0,281.0,423.0,702.0,1252.0,2020
Rhein-Erft-Kreis,5436.0,20.0,6.0,8.0,10.0,12.0,20.0,27.0,58.0,142.0,180.0,281.0,376.0,516.0,683.0,1089.0,2008.0,2020
"Euskirchen, Kreis",2514.0,5.0,0.0,0.0,0.0,12.0,6.0,12.0,28.0,62.0,113.0,152.0,167.0,221.0,294.0,500.0,932.0,2020
"Heinsberg, Kreis",3005.0,7.0,4.0,11.0,6.0,5.0,7.0,18.0,26.0,56.0,121.0,180.0,218.0,254.0,365.0,614.0,1113.0,2020
Oberbergischer Kreis,3406.0,8.0,0.0,0.0,0.0,9.0,13.0,23.0,27.0,82.0,131.0,174.0,240.0,238.0,441.0,663.0,1350.0,2020
Rheinisch-Bergischer Kreis,3596.0,6.0,7.0,3.0,7.0,6.0,15.0,17.0,26.0,60.0,112.0,130.0,207.0,256.0,429.0,739.0,1576.0,2020
Rhein-Sieg-Kreis,6637.0,19.0,4.0,12.0,12.0,20.0,28.0,27.0,62.0,126.0,251.0,341.0,457.0,540.0,846.0,1335.0,2557.0,2020
"Bottrop, kreisfreie Stadt",1584.0,4.0,0.0,0.0,0.0,6.0,4.0,11.0,14.0,33.0,69.0,100.0,147.0,157.0,193.0,266.0,574.0,2020
"Gelsenkirchen, kreisfreie Stadt",3629.0,13.0,4.0,6.0,15.0,8.0,12.0,21.0,53.0,102.0,167.0,231.0,323.0,352.0,439.0,621.0,1262.0,2020
"Münster, kreisfreie Stadt",2730.0,13.0,0.0,0.0,14.0,8.0,8.0,14.0,34.0,54.0,95.0,131.0,173.0,183.0,271.0,514.0,1205.0,2020
"Borken, Kreis",4060.0,12.0,10.0,13.0,9.0,5.0,15.0,16.0,46.0,94.0,166.0,214.0,282.0,313.0,476.0,855.0,1534.0,2020
"Coesfeld, Kreis",2303.0,9.0,0.0,0.0,0.0,7.0,7.0,8.0,23.0,62.0,75.0,115.0,149.0,170.0,264.0,466.0,940.0,2020
"Recklinghausen, Kreis",8422.0,19.0,6.0,12.0,14.0,20.0,26.0,63.0,93.0,200.0,304.0,488.0,620.0,749.0,993.0,1565.0,3250.0,2020
"Steinfurt, Kreis",4737.0,11.0,7.0,18.0,11.0,8.0,24.0,28.0,48.0,105.0,190.0,245.0,315.0,358.0,574.0,978.0,1817.0,2020
"Warendorf, Kreis",3117.0,8.0,0.0,0.0,0.0,6.0,14.0,13.0,33.0,61.0,91.0,161.0,221.0,245.0,352.0,590.0,1309.0,2020
"Bielefeld, kreisfreie Stadt",3684.0,9.0,5.0,6.0,9.0,13.0,16.0,26.0,41.0,74.0,124.0,209.0,229.0,301.0,425.0,683.0,1514.0,2020
"Gütersloh, Kreis",3866.0,16.0,0.0,8.0,0.0,10.0,13.0,28.0,37.0,105.0,158.0,175.0,271.0,264.0,442.0,802.0,1523.0,2020
"Herford, Kreis",3105.0,6.0,3.0,6.0,5.0,6.0,17.0,24.0,18.0,52.0,100.0,154.0,199.0,196.0,330.0,592.0,1397.0,2020
"Höxter, Kreis",1744.0,4.0,0.0,6.0,3.0,7.0,6.0,5.0,17.0,26.0,69.0,85.0,150.0,129.0,187.0,352.0,698.0,2020
"Lippe, Kreis",4444.0,14.0,4.0,8.0,8.0,9.0,25.0,31.0,49.0,86.0,145.0,197.0,274.0,360.0,527.0,846.0,1861.0,2020
"Minden-Lübbecke, Kreis",3789.0,8.0,3.0,12.0,9.0,17.0,16.0,21.0,36.0,84.0,118.0,189.0,232.0,317.0,423.0,709.0,1595.0,2020
"Paderborn, Kreis",2991.0,6.0,0.0,8.0,0.0,7.0,17.0,26.0,38.0,68.0,99.0,178.0,221.0,220.0,327.0,567.0,1203.0,2020
"Bochum, kreisfreie Stadt",4456.0,8.0,3.0,11.0,7.0,9.0,19.0,18.0,55.0,103.0,163.0,242.0,334.0,376.0,555.0,835.0,1718.0,2020
"Dortmund, kreisfreie Stadt",7110.0,20.0,12.0,14.0,19.0,25.0,39.0,43.0,84.0,172.0,271.0,430.0,555.0,631.0,859.0,1344.0,2592.0,2020
"Hagen, kreisfreie Stadt",2765.0,7.0,0.0,5.0,0.0,7.0,13.0,24.0,26.0,60.0,121.0,144.0,222.0,229.0,343.0,530.0,1028.0,2020
"Hamm, kreisfreie Stadt",2224.0,5.0,0.0,5.0,0.0,0.0,12.0,14.0,19.0,61.0,91.0,138.0,149.0,208.0,279.0,398.0,831.0,2020
"Herne, kreisfreie Stadt",2311.0,6.0,0.0,0.0,0.0,5.0,9.0,15.0,39.0,54.0,109.0,123.0,168.0,209.0,303.0,429.0,832.0,2020
Ennepe-Ruhr-Kreis,4400.0,11.0,3.0,12.0,6.0,7.0,21.0,20.0,40.0,96.0,163.0,225.0,290.0,343.0,583.0,878.0,1702.0,2020
Hochsauerlandkreis,3143.0,12.0,0.0,11.0,0.0,0.0,9.0,24.0,27.0,51.0,126.0,186.0,220.0,230.0,359.0,684.0,1186.0,2020
Märkischer Kreis,5331.0,21.0,8.0,10.0,9.0,17.0,24.0,38.0,61.0,114.0,210.0,293.0,372.0,433.0,667.0,1058.0,1996.0,2020
"Olpe, Kreis",1608.0,4.0,0.0,0.0,0.0,0.0,6.0,9.0,13.0,38.0,58.0,94.0,83.0,121.0,191.0,368.0,610.0,2020
"Siegen-Wittgenstein, Kreis",3535.0,7.0,0.0,0.0,10.0,0.0,7.0,26.0,39.0,72.0,160.0,200.0,281.0,292.0,380.0,745.0,1308.0,2020
"Soest, Kreis",3600.0,6.0,4.0,5.0,13.0,12.0,16.0,24.0,39.0,82.0,153.0,172.0,245.0,288.0,433.0,703.0,1405.0,2020
"Unna, Kreis",5334.0,17.0,0.0,0.0,11.0,13.0,18.0,23.0,39.0,106.0,209.0,322.0,390.0,472.0,691.0,976.0,2036.0,2020
"Darmstadt, kreisfreie Stadt",1429.0,6.0,3.0,4.0,4.0,6.0,8.0,12.0,19.0,36.0,56.0,55.0,97.0,123.0,179.0,265.0,556.0,2020
"Frankfurt am Main, kreisfreie Stadt",6056.0,19.0,8.0,17.0,17.0,26.0,35.0,46.0,77.0,167.0,256.0,339.0,416.0,548.0,787.0,1049.0,2249.0,2020
"Offenbach am Main, kreisfreie Stadt",1177.0,0.0,0.0,0.0,0.0,6.0,8.0,16.0,24.0,35.0,45.0,84.0,82.0,113.0,128.0,210.0,421.0,2020
"Wiesbaden, Landeshauptstadt, kreisfreie Stadt",2957.0,13.0,0.0,8.0,6.0,0.0,8.0,25.0,38.0,70.0,102.0,130.0,189.0,240.0,408.0,519.0,1194.0,2020
"Bergstraße, Landkreis",3298.0,5.0,5.0,7.0,4.0,5.0,16.0,19.0,36.0,81.0,119.0,181.0,212.0,291.0,426.0,671.0,1220.0,2020
"Darmstadt-Dieburg, Landkreis",3181.0,11.0,0.0,9.0,0.0,7.0,11.0,10.0,23.0,75.0,123.0,155.0,191.0,271.0,401.0,668.0,1220.0,2020
"Groß-Gerau, Landkreis",2815.0,7.0,7.0,11.0,9.0,14.0,13.0,17.0,28.0,71.0,126.0,140.0,179.0,262.0,361.0,546.0,1024.0,2020
Hochtaunuskreis,2714.0,5.0,0.0,10.0,0.0,5.0,9.0,17.0,26.0,42.0,72.0,118.0,124.0,204.0,367.0,523.0,1188.0,2020
Main-Kinzig-Kreis,4788.0,8.0,0.0,17.0,0.0,13.0,9.0,19.0,50.0,99.0,158.0,224.0,323.0,446.0,650.0,944.0,1821.0,2020
Main-Taunus-Kreis,2442.0,0.0,0.0,10.0,5.0,4.0,12.0,14.0,22.0,45.0,71.0,102.0,137.0,214.0,302.0,478.0,1022.0,2020
Odenwaldkreis,1342.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,12.0,21.0,48.0,85.0,87.0,106.0,150.0,239.0,572.0,2020
"Offenbach, Landkreis",3886.0,8.0,3.0,8.0,11.0,6.0,13.0,20.0,39.0,67.0,119.0,169.0,239.0,350.0,492.0,746.0,1596.0,2020
Rheingau-Taunus-Kreis,2124.0,6.0,0.0,0.0,3.0,5.0,0.0,8.0,19.0,47.0,63.0,113.0,145.0,177.0,249.0,383.0,899.0,2020
Wetteraukreis,3601.0,5.0,3.0,6.0,7.0,7.0,11.0,27.0,33.0,68.0,118.0,157.0,223.0,293.0,472.0,708.0,1463.0,2020
"Gießen, Landkreis",2931.0,14.0,0.0,8.0,0.0,10.0,13.0,20.0,32.0,57.0,112.0,147.0,204.0,235.0,314.0,572.0,1187.0,2020
Lahn-Dill-Kreis,3167.0,6.0,0.0,9.0,11.0,0.0,7.0,25.0,24.0,69.0,107.0,133.0,208.0,274.0,409.0,639.0,1243.0,2020
"Limburg-Weilburg, Landkreis",2168.0,7.0,0.0,0.0,5.0,0.0,11.0,15.0,22.0,50.0,87.0,126.0,163.0,177.0,245.0,427.0,829.0,2020
"Marburg-Biedenkopf, Landkreis",2718.0,0.0,4.0,0.0,7.0,9.0,6.0,18.0,19.0,57.0,95.0,139.0,161.0,226.0,291.0,535.0,1143.0,2020
Vogelsbergkreis,1484.0,0.0,0.0,5.0,0.0,0.0,5.0,6.0,7.0,34.0,56.0,84.0,98.0,104.0,150.0,267.0,661.0,2020
"Kassel, kreisfreie Stadt",2113.0,0.0,0.0,0.0,4.0,11.0,7.0,22.0,27.0,46.0,79.0,138.0,154.0,186.0,276.0,357.0,799.0,2020
"Fulda, Landkreis",2506.0,5.0,4.0,8.0,3.0,11.0,11.0,15.0,24.0,40.0,88.0,111.0,133.0,169.0,272.0,513.0,1099.0,2020
"Hersfeld-Rotenburg, Landkreis",1672.0,0.0,0.0,0.0,4.0,0.0,12.0,4.0,15.0,29.0,62.0,76.0,114.0,126.0,219.0,325.0,677.0,2020
"Kassel, Landkreis",3202.0,8.0,0.0,7.0,0.0,6.0,5.0,12.0,22.0,67.0,117.0,144.0,197.0,276.0,406.0,693.0,1237.0,2020
Schwalm-Eder-Kreis,2514.0,7.0,0.0,0.0,5.0,9.0,5.0,12.0,21.0,43.0,96.0,133.0,172.0,188.0,308.0,536.0,972.0,2020
"Waldeck-Frankenberg, Landkreis",2132.0,5.0,0.0,9.0,0.0,4.0,8.0,10.0,17.0,42.0,80.0,110.0,129.0,153.0,213.0,400.0,947.0,2020
Werra-Meißner-Kreis,1634.0,0.0,4.0,0.0,0.0,0.0,10.0,8.0,6.0,27.0,57.0,82.0,113.0,133.0,201.0,336.0,650.0,2020
"Koblenz, kreisfreie Stadt",1414.0,12.0,0.0,0.0,0.0,7.0,4.0,9.0,14.0,18.0,48.0,58.0,100.0,110.0,186.0,270.0,573.0,2020
"Ahrweiler, Landkreis",1661.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,21.0,63.0,77.0,103.0,126.0,207.0,325.0,710.0,2020
"Altenkirchen (Westerwald), Landkreis",1597.0,0.0,0.0,4.0,0.0,6.0,7.0,10.0,16.0,34.0,61.0,87.0,113.0,133.0,192.0,331.0,600.0,2020
"Bad Kreuznach, Landkreis",2095.0,3.0,0.0,5.0,3.0,3.0,8.0,7.0,24.0,53.0,70.0,124.0,154.0,178.0,250.0,396.0,817.0,2020
"Birkenfeld, Landkreis",1188.0,0.0,0.0,0.0,3.0,4.0,0.0,9.0,7.0,30.0,42.0,60.0,76.0,104.0,124.0,231.0,494.0,2020
"Cochem-Zell, Landkreis",818.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,22.0,28.0,42.0,53.0,62.0,76.0,173.0,344.0,2020
"Mayen-Koblenz, Landkreis",2596.0,4.0,4.0,3.0,0.0,11.0,13.0,14.0,24.0,45.0,102.0,147.0,206.0,211.0,295.0,541.0,976.0,2020
"Neuwied, Landkreis",2346.0,5.0,0.0,0.0,5.0,0.0,9.0,13.0,25.0,61.0,79.0,140.0,196.0,187.0,280.0,428.0,911.0,2020
Rhein-Hunsrück-Kreis,1302.0,0.0,4.0,0.0,4.0,0.0,3.0,8.0,14.0,20.0,49.0,51.0,89.0,93.0,154.0,257.0,551.0,2020
Rhein-Lahn-Kreis,1626.0,0.0,3.0,4.0,4.0,0.0,5.0,8.0,12.0,33.0,55.0,99.0,118.0,154.0,204.0,331.0,593.0,2020
Westerwaldkreis,2334.0,9.0,0.0,9.0,0.0,0.0,15.0,11.0,27.0,51.0,84.0,130.0,162.0,183.0,295.0,424.0,929.0,2020
"Trier, kreisfreie Stadt",1104.0,5.0,0.0,6.0,7.0,6.0,3.0,11.0,17.0,27.0,43.0,55.0,73.0,84.0,133.0,192.0,442.0,2020
"Bernkastel-Wittlich, Landkreis",1425.0,5.0,0.0,4.0,0.0,0.0,4.0,9.0,17.0,27.0,56.0,79.0,97.0,111.0,147.0,263.0,599.0,2020
Eifelkreis Bitburg-Prüm,1099.0,3.0,0.0,4.0,0.0,0.0,5.0,0.0,15.0,21.0,41.0,64.0,76.0,72.0,112.0,213.0,460.0,2020
"Vulkaneifel, Landkreis",846.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,24.0,35.0,48.0,53.0,71.0,100.0,160.0,341.0,2020
"Trier-Saarburg, Landkreis",1712.0,7.0,0.0,0.0,0.0,5.0,4.0,10.0,14.0,35.0,68.0,80.0,121.0,140.0,170.0,346.0,707.0,2020
"Frankenthal (Pfalz), kreisfreie Stadt",590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,33.0,27.0,35.0,43.0,77.0,117.0,235.0,2020
"Kaiserslautern, kreisfreie Stadt",1198.0,4.0,0.0,0.0,0.0,5.0,3.0,10.0,11.0,24.0,52.0,65.0,93.0,118.0,158.0,217.0,433.0,2020
"Landau in der Pfalz, kreisfreie Stadt",491.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,13.0,20.0,25.0,32.0,46.0,49.0,96.0,196.0,2020
"Ludwigshafen am Rhein, kreisfreie Stadt",1872.0,8.0,4.0,10.0,7.0,7.0,8.0,10.0,23.0,40.0,76.0,103.0,128.0,175.0,229.0,335.0,709.0,2020
